idx,glass_id,cooling_type,cooling_chunks,fatigue_cycles,t_battery,label_cooling,label_fatigue,label_fatigue_cont,sample_passed,mean_bond,std_bond,mean_coord,energy
77,8,fast,40,250,0.42,0,5,0.6250,1,1.13349,0.15334,15.02,-6.0730
78,8,fast,40,300,0.42,0,6,0.7500,1,1.13034,0.15194,14.85,-6.0541
79,8,fast,40,350,0.42,0,7,0.8750,1,1.13159,0.15328,14.90,-6.0468
80,8,fast,40,400,0.42,0,8,1.0000,1,1.13515,0.15583,15.06,-6.0365
81,9,fast,40,0,0.42,0,0,0.0000,1,1.12377,0.14439,14.61,-6.5038
82,9,fast,40,50,0.42,0,1,0.1250,1,1.12591,0.14480,14.74,-6.1103
83,9,fast,40,100,0.42,0,2,0.2500,1,1.12802,0.14816,14.80,-6.1651
84,9,fast,40,150,0.42,0,3,0.3750,1,1.12486,0.14402,14.70,-6.1491
85,9,fast,40,200,0.42,0,4,0.5000,1,1.12543,0.14571,14.69,-6.1763
86,9,fast,40,250,0.42,0,5,0.6250,1,1.12452,0.14391,14.67,-6.1382
87,9,fast,40,300,0.42,0,6,0.7500,1,1.12704,0.14722,14.76,-6.1519
88,9,fast,40,350,0.42,0,7,0.8750,1,1.12623,0.14665,14.72,-6.0851
89,9,fast,40,400,0.42,0,8,1.0000,1,1.12446,0.14324,14.69,-6.1567
90,10,fast,40,0,0.42,0,0,0.0000,1,1.12648,0.15017,14.63,-5.9217
91,10,fast,40,50,0.42,0,1,0.1250,1,1.12463,0.14262,14.71,-6.0897
92,10,fast,40,100,0.42,0,2,0.2500,1,1.12448,0.14163,14.73,-6.1429
93,10,fast,40,150,0.42,0,3,0.3750,1,1.12473,0.14275,14.72,-5.9890
94,10,fast,40,200,0.42,0,4,0.5000,1,1.12163,0.13786,14.62,-6.1817
95,10,fast,40,250,0.42,0,5,0.6250,1,1.12323,0.14072,14.66,-6.0793
96,10,fast,40,300,0.42,0,6,0.7500,1,1.12072,0.13705,14.59,-6.1977
97,10,fast,40,350,0.42,0,7,0.8750,1,1.12585,0.14377,14.77,-6.0880
98,10,fast,40,400,0.42,0,8,1.0000,1,1.12182,0.13835,14.63,-6.0520
99,11,fast,40,0,0.42,0,0,0.0000,1,1.12257,0.14553,14.50,-6.0006
100,11,fast,40,50,0.42,0,1,0.1250,1,1.11752,0.13620,14.42,-6.0434
101,11,fast,40,100,0.42,0,2,0.2500,1,1.12358,0.14318,14.64,-6.0788
102,11,fast,40,150,0.42,0,3,0.3750,1,1.12654,0.14621,14.75,-6.0365
103,11,fast,40,200,0.42,0,4,0.5000,1,1.12365,0.14269,14.65,-6.1445
104,11,fast,40,250,0.42,0,5,0.6250,1,1.12716,0.14679,14.77,-6.1455
105,11,fast,40,300,0.42,0,6,0.7500,1,1.12361,0.14338,14.62,-6.1424
106,11,fast,40,350,0.42,0,7,0.8750,1,1.12789,0.14792,14.80,-6.1131
107,11,fast,40,400,0.42,0,8,1.0000,1,1.12946,0.14936,14.86,-6.1470
108,12,fast,40,0,0.42,0,0,0.0000,1,1.12928,0.14945,14.85,-6.7497
109,12,fast,40,50,0.42,0,1,0.1250,1,1.11815,0.13555,14.48,-6.0381
110,12,fast,40,100,0.42,0,2,0.2500,1,1.12749,0.14672,14.80,-6.2518
111,12,fast,40,150,0.42,0,3,0.3750,1,1.12693,0.14711,14.75,-6.1696
112,12,fast,40,200,0.42,0,4,0.5000,1,1.12620,0.14598,14.73,-6.0664
113,12,fast,40,250,0.42,0,5,0.6250,1,1.12549,0.14513,14.71,-6.0878
114,12,fast,40,300,0.42,0,6,0.7500,1,1.12733,0.14675,14.79,-6.1716
115,12,fast,40,350,0.42,0,7,0.8750,1,1.12427,0.14393,14.66,-6.2375
116,12,fast,40,400,0.42,0,8,1.0000,1,1.12406,0.14309,14.66,-6.2685
117,13,fast,40,0,0.42,0,0,0.0000,1,1.12286,0.14611,14.51,-5.9784
118,13,fast,40,50,0.42,0,1,0.1250,1,1.12551,0.14693,14.66,-5.7569
119,13,fast,40,100,0.42,0,2,0.2500,1,1.12891,0.14973,14.80,-6.0285
120,13,fast,40,150,0.42,0,3,0.3750,1,1.13047,0.15285,14.82,-5.7921
121,13,fast,40,200,0.42,0,4,0.5000,1,1.13094,0.15363,14.84,-5.9398
122,13,fast,40,250,0.42,0,5,0.6250,1,1.13121,0.15320,14.87,-5.8451
123,13,fast,40,300,0.42,0,6,0.7500,1,1.13812,0.16347,15.05,-6.0162
124,13,fast,40,350,0.42,0,7,0.8750,1,1.13498,0.15994,14.95,-6.0935
125,13,fast,40,400,0.42,0,8,1.0000,1,1.13271,0.15777,14.85,-6.0491
126,14,fast,40,0,0.42,0,0,0.0000,1,1.12435,0.14779,14.56,-5.9624
127,14,fast,40,50,0.42,0,1,0.1250,1,1.14118,0.16756,15.16,-6.1678
128,14,fast,40,100,0.42,0,2,0.2500,1,1.14619,0.17094,15.38,-6.1605
129,14,fast,40,150,0.42,0,3,0.3750,1,1.14194,0.16807,15.20,-6.1753
130,14,fast,40,200,0.42,0,4,0.5000,1,1.14490,0.17016,15.32,-6.1386
131,14,fast,40,250,0.42,0,5,0.6250,1,1.14100,0.16640,15.17,-6.1961
132,14,fast,40,300,0.42,0,6,0.7500,1,1.14243,0.16792,15.23,-6.1905
133,14,fast,40,350,0.42,0,7,0.8750,1,1.14246,0.16726,15.23,-6.1385
134,14,fast,40,400,0.42,0,8,1.0000,1,1.14105,0.16614,15.18,-6.1145
135,15,fast,40,0,0.42,0,0,0.0000,1,1.11901,0.14027,14.41,-6.0110
136,15,fast,40,50,0.42,0,1,0.1250,1,1.13569,0.16031,14.98,-5.9136
137,15,fast,40,100,0.42,0,2,0.2500,1,1.13414,0.15833,14.93,-5.9959
138,15,fast,40,150,0.42,0,3,0.3750,1,1.13721,0.16219,15.04,-5.8727
139,15,fast,40,200,0.42,0,4,0.5000,1,1.13422,0.15911,14.93,-5.9833
140,15,fast,40,250,0.42,0,5,0.6250,1,1.13820,0.16224,15.09,-6.0706
141,15,fast,40,300,0.42,0,6,0.7500,1,1.13455,0.15875,14.95,-5.9936
142,15,fast,40,350,0.42,0,7,0.8750,1,1.13343,0.15752,14.91,-6.0504
143,15,fast,40,400,0.42,0,8,1.0000,1,1.13441,0.15865,14.95,-6.0533
144,16,fast,40,0,0.42,0,0,0.0000,1,1.12415,0.14710,14.55,-5.9530
145,16,fast,40,50,0.42,0,1,0.1250,1,1.13312,0.15701,14.88,-6.4321
146,16,fast,40,100,0.42,0,2,0.2500,1,1.13385,0.15747,14.91,-6.2391
147,16,fast,40,150,0.42,0,3,0.3750,1,1.13504,0.15873,14.95,-6.3911
148,16,fast,40,200,0.42,0,4,0.5000,1,1.13646,0.16039,15.01,-6.2741
149,16,fast,40,250,0.42,0,5,0.6250,1,1.13501,0.15852,14.95,-6.4553
150,16,fast,40,300,0.42,0,6,0.7500,1,1.13403,0.15796,14.91,-6.4183
151,16,fast,40,350,0.42,0,7,0.8750,1,1.13615,0.15921,15.02,-6.3579
152,16,fast,40,400,0.42,0,8,1.0000,1,1.13512,0.15910,14.95,-6.3884
153,17,fast,40,0,0.42,0,0,0.0000,1,1.12082,0.14340,14.45,-6.0478
154,17,fast,40,50,0.42,0,1,0.1250,1,1.12549,0.14933,14.61,-5.3464
155,17,fast,40,100,0.42,0,2,0.2500,1,1.12282,0.14577,14.52,-5.4058
156,17,fast,40,150,0.42,0,3,0.3750,1,1.12135,0.14416,14.48,-5.4261
157,17,fast,40,200,0.42,0,4,0.5000,1,1.12660,0.14983,14.66,-5.3922
158,17,fast,40,250,0.42,0,5,0.6250,1,1.13673,0.16091,15.02,-5.9869
159,17,fast,40,300,0.42,0,6,0.7500,1,1.13365,0.15902,14.90,-5.8897
160,17,fast,40,350,0.42,0,7,0.8750,1,1.13689,0.16239,15.01,-5.9834
161,17,fast,40,400,0.42,0,8,1.0000,1,1.14360,0.16941,15.27,-5.8737
162,18,fast,40,0,0.42,0,0,0.0000,1,1.12030,0.14005,14.48,-6.0790
163,18,fast,40,50,0.42,0,1,0.1250,1,1.13899,0.16347,15.11,-6.2302
164,18,fast,40,100,0.42,0,2,0.2500,1,1.13464,0.15889,14.95,-6.2715
165,18,fast,40,150,0.42,0,3,0.3750,1,1.13480,0.15829,14.98,-6.2527
166,18,fast,40,200,0.42,0,4,0.5000,1,1.13378,0.15778,14.92,-6.1917
167,18,fast,40,250,0.42,0,5,0.6250,1,1.13374,0.15658,14.95,-6.3395
168,18,fast,40,300,0.42,0,6,0.7500,1,1.13219,0.15636,14.85,-6.2903
169,18,fast,40,350,0.42,0,7,0.8750,1,1.13323,0.15714,14.91,-6.2583
170,18,fast,40,400,0.42,0,8,1.0000,1,1.13481,0.15846,14.96,-6.2896
171,19,fast,40,0,0.42,0,0,0.0000,1,1.12348,0.14735,14.52,-5.9693
172,19,fast,40,50,0.42,0,1,0.1250,1,1.12343,0.14686,14.55,-5.3371
173,19,fast,40,100,0.42,0,2,0.2500,1,1.12330,0.14605,14.55,-5.3459
174,19,fast,40,150,0.42,0,3,0.3750,1,1.12257,0.14533,14.52,-5.4404
175,19,fast,40,200,0.42,0,4,0.5000,1,1.12208,0.14524,14.49,-5.4191
176,19,fast,40,250,0.42,0,5,0.6250,1,1.12545,0.14852,14.62,-5.3333
177,19,fast,40,300,0.42,0,6,0.7500,1,1.12691,0.15006,14.67,-5.4307
178,19,fast,40,350,0.42,0,7,0.8750,1,1.13873,0.16198,15.11,-6.1925
179,19,fast,40,400,0.42,0,8,1.0000,1,1.13570,0.15992,14.98,-6.1557
180,20,fast,40,0,0.42,0,0,0.0000,1,1.11468,0.12910,14.37,-6.5911
181,20,fast,40,50,0.42,0,1,0.1250,1,1.11720,0.13446,14.43,-6.1234
182,20,fast,40,100,0.42,0,2,0.2500,1,1.11158,0.12604,14.27,-6.0271
183,20,fast,40,150,0.42,0,3,0.3750,1,1.12852,0.14832,14.83,-6.1077
184,20,fast,40,200,0.42,0,4,0.5000,1,1.12935,0.14901,14.86,-6.1454
185,20,fast,40,250,0.42,0,5,0.6250,1,1.12706,0.14644,14.78,-6.2183
186,20,fast,40,300,0.42,0,6,0.7500,1,1.12761,0.14713,14.80,-6.0641
187,20,fast,40,350,0.42,0,7,0.8750,1,1.12787,0.14786,14.79,-6.1882
188,20,fast,40,400,0.42,0,8,1.0000,1,1.12802,0.14812,14.80,-6.0747
189,21,fast,40,0,0.42,0,0,0.0000,1,1.12634,0.14871,14.66,-6.0573
190,21,fast,40,50,0.42,0,1,0.1250,1,1.13701,0.16235,15.03,-5.7526
191,21,fast,40,100,0.42,0,2,0.2500,1,1.13263,0.15449,14.92,-6.1500
192,21,fast,40,150,0.42,0,3,0.3750,1,1.12762,0.14736,14.79,-6.2304
193,21,fast,40,200,0.42,0,4,0.5000,1,1.12886,0.15029,14.80,-6.1157
194,21,fast,40,250,0.42,0,5,0.6250,1,1.13196,0.15291,14.95,-6.0900
195,21,fast,40,300,0.42,0,6,0.7500,1,1.12764,0.14745,14.79,-6.1964
196,21,fast,40,350,0.42,0,7,0.8750,1,1.12833,0.14911,14.80,-6.1650
197,21,fast,40,400,0.42,0,8,1.0000,1,1.13042,0.15208,14.85,-6.1883
198,22,fast,40,0,0.42,0,0,0.0000,1,1.11843,0.13912,14.40,-6.0925
199,22,fast,40,50,0.42,0,1,0.1250,1,1.12415,0.14727,14.59,-5.3712
200,22,fast,40,100,0.42,0,2,0.2500,1,1.12407,0.14642,14.60,-5.4110
201,22,fast,40,150,0.42,0,3,0.3750,1,1.12089,0.14351,14.47,-5.4457
202,22,fast,40,200,0.42,0,4,0.5000,1,1.14896,0.17336,15.45,-6.1934
203,22,fast,40,250,0.42,0,5,0.6250,1,1.14459,0.17028,15.27,-6.1904
204,22,fast,40,300,0.42,0,6,0.7500,1,1.14104,0.16736,15.11,-6.1487
205,22,fast,40,350,0.42,0,7,0.8750,1,1.14267,0.16853,15.20,-6.1861
206,22,fast,40,400,0.42,0,8,1.0000,1,1.14038,0.16661,15.09,-6.2411
207,23,fast,40,0,0.42,0,0,0.0000,1,1.12679,0.14998,14.66,-5.9882
208,23,fast,40,50,0.42,0,1,0.1250,1,1.13034,0.15005,14.91,-6.2258
209,23,fast,40,100,0.42,0,2,0.2500,1,1.13058,0.15139,14.89,-6.0920
210,23,fast,40,150,0.42,0,3,0.3750,1,1.12767,0.14801,14.78,-6.0964
211,23,fast,40,200,0.42,0,4,0.5000,1,1.13165,0.15242,14.94,-6.1242
212,23,fast,40,250,0.42,0,5,0.6250,1,1.12792,0.14781,14.80,-6.1625
213,23,fast,40,300,0.42,0,6,0.7500,1,1.13297,0.15298,15.00,-6.1347
214,23,fast,40,350,0.42,0,7,0.8750,1,1.12711,0.14678,14.78,-6.1260
215,23,fast,40,400,0.42,0,8,1.0000,1,1.12799,0.14815,14.80,-6.0969
216,24,fast,40,0,0.42,0,0,0.0000,1,1.12394,0.14646,14.58,-6.0123
217,24,fast,40,50,0.42,0,1,0.1250,1,1.12992,0.15160,14.86,-6.0661
218,24,fast,40,100,0.42,0,2,0.2500,1,1.12751,0.14663,14.80,-6.2525
219,24,fast,40,150,0.42,0,3,0.3750,1,1.12845,0.14777,14.83,-6.1793
220,24,fast,40,200,0.42,0,4,0.5000,1,1.12518,0.14519,14.68,-6.0960
221,24,fast,40,250,0.42,0,5,0.6250,1,1.12706,0.14698,14.77,-6.0723
222,24,fast,40,300,0.42,0,6,0.7500,1,1.12427,0.14376,14.66,-6.1385
223,24,fast,40,350,0.42,0,7,0.8750,1,1.12408,0.14349,14.66,-6.1382
224,24,fast,40,400,0.42,0,8,1.0000,1,1.12480,0.14393,14.70,-6.1229
225,25,fast,40,0,0.42,0,0,0.0000,1,1.10353,0.11251,14.04,-6.6019
226,25,fast,40,50,0.42,0,1,0.1250,1,1.11607,0.13314,14.41,-6.0309
227,25,fast,40,100,0.42,0,2,0.2500,1,1.12386,0.14295,14.66,-6.1353
228,25,fast,40,150,0.42,0,3,0.3750,1,1.12337,0.14230,14.63,-6.1471
229,25,fast,40,200,0.42,0,4,0.5000,1,1.12478,0.14434,14.68,-6.1562
230,25,fast,40,250,0.42,0,5,0.6250,1,1.12456,0.14377,14.67,-6.1534
231,25,fast,40,300,0.42,0,6,0.7500,1,1.12874,0.14853,14.84,-6.0714
232,25,fast,40,350,0.42,0,7,0.8750,1,1.12670,0.14658,14.75,-6.1557
233,25,fast,40,400,0.42,0,8,1.0000,1,1.13189,0.15241,14.95,-6.1653
234,26,fast,40,0,0.42,0,0,0.0000,1,1.11981,0.14198,14.42,-6.0329
235,26,fast,40,50,0.42,0,1,0.1250,1,1.11258,0.13139,14.22,-5.7839
236,26,fast,40,100,0.42,0,2,0.2500,1,1.11819,0.13873,14.42,-5.7015
237,26,fast,40,150,0.42,0,3,0.3750,1,1.11620,0.13478,14.38,-5.7898
238,26,fast,40,200,0.42,0,4,0.5000,1,1.11586,0.13512,14.35,-5.7741
239,26,fast,40,250,0.42,0,5,0.6250,1,1.11534,0.13423,14.34,-5.7841
240,26,fast,40,300,0.42,0,6,0.7500,1,1.11195,0.12957,14.22,-5.7687
241,26,fast,40,350,0.42,0,7,0.8750,1,1.11485,0.13420,14.31,-5.7997
242,26,fast,40,400,0.42,0,8,1.0000,1,1.11819,0.13840,14.42,-5.8017
243,27,fast,40,0,0.42,0,0,0.0000,1,1.12613,0.14807,14.68,-6.1622
244,27,fast,40,50,0.42,0,1,0.1250,1,1.12734,0.14711,14.78,-6.1184
245,27,fast,40,100,0.42,0,2,0.2500,1,1.12708,0.14727,14.76,-6.1489
246,27,fast,40,150,0.42,0,3,0.3750,1,1.12664,0.14552,14.77,-6.1710
247,27,fast,40,200,0.42,0,4,0.5000,1,1.12541,0.14496,14.70,-6.2213
248,27,fast,40,250,0.42,0,5,0.6250,1,1.12412,0.14409,14.64,-6.1979
249,27,fast,40,300,0.42,0,6,0.7500,1,1.12646,0.14626,14.74,-6.1929
250,27,fast,40,350,0.42,0,7,0.8750,1,1.12622,0.14632,14.73,-6.2028
251,27,fast,40,400,0.42,0,8,1.0000,1,1.12607,0.14471,14.75,-6.2045
252,28,fast,40,0,0.42,0,0,0.0000,1,1.11483,0.13344,14.30,-6.2027
253,28,fast,40,50,0.42,0,1,0.1250,1,1.12917,0.14948,14.86,-6.1164
254,28,fast,40,100,0.42,0,2,0.2500,1,1.13360,0.15501,15.00,-6.0273
255,28,fast,40,150,0.42,0,3,0.3750,1,1.12937,0.14900,14.87,-6.1925
256,28,fast,40,200,0.42,0,4,0.5000,1,1.13240,0.15383,14.95,-6.1335
257,28,fast,40,250,0.42,0,5,0.6250,1,1.13493,0.15650,15.03,-6.1697
258,28,fast,40,300,0.42,0,6,0.7500,1,1.13036,0.15092,14.89,-6.0832
259,28,fast,40,350,0.42,0,7,0.8750,1,1.12962,0.15100,14.85,-6.0831
260,28,fast,40,400,0.42,0,8,1.0000,1,1.13079,0.15138,14.91,-6.1514
261,29,fast,40,0,0.42,0,0,0.0000,1,1.12801,0.15093,14.70,-5.9251
262,29,fast,40,50,0.42,0,1,0.1250,1,1.13099,0.15461,14.83,-6.2242
263,29,fast,40,100,0.42,0,2,0.2500,1,1.13815,0.16165,15.12,-6.2814
264,29,fast,40,150,0.42,0,3,0.3750,1,1.13863,0.16375,15.09,-6.1811
265,29,fast,40,200,0.42,0,4,0.5000,1,1.14296,0.16759,15.27,-6.2304
266,29,fast,40,250,0.42,0,5,0.6250,1,1.13577,0.16012,15.00,-6.2162
267,29,fast,40,300,0.42,0,6,0.7500,1,1.13985,0.16451,15.14,-6.2183
268,29,fast,40,350,0.42,0,7,0.8750,1,1.13728,0.16057,15.08,-6.3145
269,29,fast,40,400,0.42,0,8,1.0000,1,1.13958,0.16528,15.09,-6.1772
270,30,fast,40,0,0.42,0,0,0.0000,1,1.11646,0.13269,14.42,-6.7162
271,30,fast,40,50,0.42,0,1,0.1250,1,1.12869,0.14918,14.81,-6.1101
272,30,fast,40,100,0.42,0,2,0.2500,1,1.12928,0.14945,14.85,-6.0837
273,30,fast,40,150,0.42,0,3,0.3750,1,1.13074,0.15133,14.90,-6.1350
274,30,fast,40,200,0.42,0,4,0.5000,1,1.12794,0.14809,14.80,-6.0144
275,30,fast,40,250,0.42,0,5,0.6250,1,1.12867,0.14872,14.83,-6.1866
276,30,fast,40,300,0.42,0,6,0.7500,1,1.13086,0.15147,14.91,-6.0483
277,30,fast,40,350,0.42,0,7,0.8750,1,1.12839,0.14930,14.80,-6.0781
278,30,fast,40,400,0.42,0,8,1.0000,1,1.13210,0.15298,14.95,-6.0882
279,31,fast,40,0,0.42,0,0,0.0000,1,1.12948,0.15345,14.73,-6.0493
280,31,fast,40,50,0.42,0,1,0.1250,1,1.13087,0.15659,14.78,-5.7261
281,31,fast,40,100,0.42,0,2,0.2500,1,1.13606,0.15822,15.05,-6.1053
282,31,fast,40,150,0.42,0,3,0.3750,1,1.13220,0.15511,14.88,-6.1065
283,31,fast,40,200,0.42,0,4,0.5000,1,1.13462,0.15757,14.98,-6.0604
284,31,fast,40,250,0.42,0,5,0.6250,1,1.13671,0.15864,15.08,-6.0697
285,31,fast,40,300,0.42,0,6,0.7500,1,1.13598,0.15815,15.04,-6.0950
286,31,fast,40,350,0.42,0,7,0.8750,1,1.13461,0.15826,14.95,-6.0645
287,31,fast,40,400,0.42,0,8,1.0000,1,1.13265,0.15473,14.92,-6.1079
288,32,fast,40,0,0.42,0,0,0.0000,1,1.12647,0.14949,14.66,-5.9604
289,32,fast,40,50,0.42,0,1,0.1250,1,1.13590,0.15915,15.00,-6.3503
290,32,fast,40,100,0.42,0,2,0.2500,1,1.13685,0.16040,15.03,-6.3829
291,32,fast,40,150,0.42,0,3,0.3750,1,1.13110,0.15452,14.82,-6.3225
292,32,fast,40,200,0.42,0,4,0.5000,1,1.13447,0.15794,14.94,-6.4442
293,32,fast,40,250,0.42,0,5,0.6250,1,1.13534,0.15885,14.97,-6.3267
294,32,fast,40,300,0.42,0,6,0.7500,1,1.13628,0.15960,15.01,-6.3351
295,32,fast,40,350,0.42,0,7,0.8750,1,1.13365,0.15692,14.91,-6.3842
296,32,fast,40,400,0.42,0,8,1.0000,1,1.13096,0.15480,14.80,-6.3343
297,33,fast,40,0,0.42,0,0,0.0000,1,1.12624,0.14865,14.66,-6.0591
298,33,fast,40,50,0.42,0,1,0.1250,1,1.14095,0.16575,15.18,-6.0983
299,33,fast,40,100,0.42,0,2,0.2500,1,1.13717,0.16067,15.08,-6.2688
