sample_idx,glass_id,cooling_type,cooling_chunks,fatigue_cycles,label_cooling,label_fatigue,label_fatigue_cont,sample_passed,mean_bond,std_bond,mean_coord,energy_per_atom
109,36,fast,40,200,0,1,0.5000,1,1.12553,0.14471,14.72,-6.1169
110,36,fast,40,400,0,2,1.0000,1,1.12481,0.14395,14.70,-6.1742
111,37,fast,40,0,0,0,0.0000,1,1.12396,0.14536,14.59,-5.9891
112,37,fast,40,200,0,1,0.5000,1,1.12536,0.14514,14.70,-6.2130
113,37,fast,40,400,0,2,1.0000,1,1.12383,0.14284,14.65,-6.1245
114,38,fast,40,0,0,0,0.0000,1,1.12099,0.14307,14.47,-5.9971
115,38,fast,40,200,0,1,0.5000,1,1.11533,0.13332,14.37,-5.7542
116,38,fast,40,400,0,2,1.0000,1,1.11709,0.13486,14.45,-5.7247
117,39,fast,40,0,0,0,0.0000,1,1.11484,0.13176,14.34,-6.3162
118,39,fast,40,200,0,1,0.5000,1,1.13262,0.15357,14.98,-6.1623
119,39,fast,40,400,0,2,1.0000,1,1.13092,0.15073,14.92,-6.1388
120,40,fast,40,0,0,0,0.0000,1,1.10286,0.11021,14.03,-6.6231
121,40,fast,40,200,0,1,0.5000,1,1.12295,0.14200,14.65,-6.0135
122,40,fast,40,400,0,2,1.0000,1,1.12849,0.14890,14.81,-6.1091
123,41,fast,40,0,0,0,0.0000,1,1.12398,0.14632,14.56,-6.0079
124,41,fast,40,200,0,1,0.5000,1,1.13332,0.15685,14.89,-6.4532
125,41,fast,40,400,0,2,1.0000,1,1.13446,0.15831,14.94,-6.3171
126,42,fast,40,0,0,0,0.0000,1,1.13590,0.15645,15.12,-6.7363
127,42,fast,40,200,0,1,0.5000,1,1.13228,0.15291,14.96,-6.1406
128,42,fast,40,400,0,2,1.0000,1,1.13144,0.15196,14.93,-6.0973
129,43,fast,40,0,0,0,0.0000,1,1.12215,0.14466,14.50,-6.0097
130,43,fast,40,200,0,1,0.5000,1,1.12797,0.14835,14.77,-6.0574
131,43,fast,40,400,0,2,1.0000,1,1.12800,0.14939,14.77,-6.0727
132,44,fast,40,0,0,0,0.0000,1,1.12725,0.14671,14.80,-6.6993
133,44,fast,40,200,0,1,0.5000,1,1.12447,0.14396,14.67,-6.1111
134,44,fast,40,400,0,2,1.0000,1,1.12571,0.14557,14.71,-6.1485
135,45,fast,40,0,0,0,0.0000,1,1.12334,0.14594,14.55,-5.9710
136,45,fast,40,200,0,1,0.5000,1,1.12248,0.14427,14.55,-5.7157
137,45,fast,40,400,0,2,1.0000,1,1.12082,0.14098,14.53,-5.6581
138,46,fast,40,0,0,0,0.0000,1,1.12402,0.14623,14.57,-6.1098
139,46,fast,40,200,0,1,0.5000,1,1.12773,0.14754,14.80,-6.1329
140,46,fast,40,400,0,2,1.0000,1,1.12776,0.14775,14.80,-6.0935
141,47,fast,40,0,0,0,0.0000,1,1.11197,0.12787,14.25,-6.4133
142,47,fast,40,200,0,1,0.5000,1,1.11330,0.13109,14.29,-5.7414
143,47,fast,40,400,0,2,1.0000,1,1.11566,0.13466,14.35,-5.7854
144,48,fast,40,0,0,0,0.0000,1,1.12446,0.14640,14.60,-6.0515
145,48,fast,40,200,0,1,0.5000,1,1.12487,0.14236,14.73,-6.1442
146,48,fast,40,400,0,2,1.0000,1,1.12447,0.14129,14.73,-6.1178
147,49,fast,40,0,0,0,0.0000,1,1.12594,0.14972,14.62,-6.0760
148,49,fast,40,200,0,1,0.5000,1,1.12309,0.14125,14.64,-6.2081
149,49,fast,40,400,0,2,1.0000,1,1.12270,0.14126,14.62,-6.1312
150,50,fast,40,0,0,0,0.0000,1,1.12273,0.14529,14.53,-6.0210
151,50,fast,40,200,0,1,0.5000,1,1.12777,0.14800,14.80,-6.1074
152,50,fast,40,400,0,2,1.0000,1,1.12691,0.14686,14.76,-6.1693
153,51,fast,40,0,0,0,0.0000,1,1.12265,0.14413,14.53,-5.9497
154,51,fast,40,200,0,1,0.5000,1,1.12788,0.15012,14.74,-5.6342
155,51,fast,40,400,0,2,1.0000,1,1.13576,0.16180,14.98,-6.1008
156,52,fast,40,0,0,0,0.0000,1,1.12484,0.14759,14.59,-5.9625
157,52,fast,40,200,0,1,0.5000,1,1.13016,0.15106,14.86,-6.0866
158,52,fast,40,400,0,2,1.0000,1,1.12578,0.14628,14.70,-6.0893
159,53,fast,40,0,0,0,0.0000,1,1.10150,0.10751,13.99,-6.6337
160,53,fast,40,200,0,1,0.5000,1,1.12970,0.15048,14.84,-6.1240
161,53,fast,40,400,0,2,1.0000,1,1.12630,0.14576,14.75,-6.1524
162,54,fast,40,0,0,0,0.0000,1,1.12227,0.14525,14.49,-5.9235
163,54,fast,40,200,0,1,0.5000,1,1.12521,0.14234,14.76,-6.1163
164,54,fast,40,400,0,2,1.0000,1,1.12368,0.13996,14.71,-6.2146
165,55,fast,40,0,0,0,0.0000,1,1.12180,0.14422,14.49,-5.9957
166,55,fast,40,200,0,1,0.5000,1,1.14080,0.16705,15.11,-6.2578
167,55,fast,40,400,0,2,1.0000,1,1.14659,0.17189,15.35,-6.2188
168,56,fast,40,0,0,0,0.0000,1,1.12421,0.14685,14.57,-5.9894
169,56,fast,40,200,0,1,0.5000,1,1.13856,0.16359,15.09,-6.0558
170,56,fast,40,400,0,2,1.0000,1,1.13823,0.16278,15.10,-5.9932
171,57,fast,40,0,0,0,0.0000,1,1.12375,0.14778,14.52,-5.8851
172,57,fast,40,200,0,1,0.5000,1,1.13409,0.15758,14.95,-6.2788
173,57,fast,40,400,0,2,1.0000,1,1.13439,0.15817,14.95,-6.1485
174,58,fast,40,0,0,0,0.0000,1,1.13074,0.15328,14.81,-6.0656
175,58,fast,40,200,0,1,0.5000,1,1.13800,0.16147,15.08,-6.0733
176,58,fast,40,400,0,2,1.0000,1,1.13326,0.15732,14.89,-6.1229
177,59,fast,40,0,0,0,0.0000,1,1.11991,0.14214,14.43,-5.9724
178,59,fast,40,200,0,1,0.5000,1,1.12454,0.14407,14.67,-6.1644
179,59,fast,40,400,0,2,1.0000,1,1.12800,0.14825,14.80,-6.1871
180,60,fast,40,0,0,0,0.0000,1,1.12209,0.14502,14.48,-5.9167
181,60,fast,40,200,0,1,0.5000,1,1.12335,0.14291,14.62,-6.1321
182,60,fast,40,400,0,2,1.0000,1,1.12734,0.14699,14.78,-6.0908
183,61,fast,40,0,0,0,0.0000,1,1.12354,0.14622,14.55,-6.0449
184,61,fast,40,200,0,1,0.5000,1,1.12511,0.14674,14.66,-5.9575
185,61,fast,40,400,0,2,1.0000,1,1.12570,0.14716,14.67,-6.0364
186,62,fast,40,0,0,0,0.0000,1,1.12347,0.14676,14.53,-5.8917
187,62,fast,40,200,0,1,0.5000,1,1.14139,0.16650,15.20,-6.2492
188,62,fast,40,400,0,2,1.0000,1,1.13688,0.16122,15.05,-6.1874
189,63,fast,40,0,0,0,0.0000,1,1.12042,0.14067,14.48,-6.5546
190,63,fast,40,200,0,1,0.5000,1,1.13406,0.15734,14.95,-5.9724
191,63,fast,40,400,0,2,1.0000,1,1.12846,0.15015,14.78,-5.9862
192,64,fast,40,0,0,0,0.0000,1,1.12222,0.14034,14.62,-6.6800
193,64,fast,40,200,0,1,0.5000,1,1.12589,0.14608,14.70,-6.1501
194,64,fast,40,400,0,2,1.0000,1,1.12743,0.14677,14.80,-6.2173
195,65,fast,40,0,0,0,0.0000,1,1.12484,0.14764,14.60,-6.0294
196,65,fast,40,200,0,1,0.5000,1,1.14119,0.16671,15.15,-6.3872
197,65,fast,40,400,0,2,1.0000,1,1.14438,0.16983,15.29,-6.3329
198,66,fast,40,0,0,0,0.0000,1,1.12300,0.14448,14.55,-6.0177
199,66,fast,40,200,0,1,0.5000,1,1.12641,0.14662,14.73,-6.1012
200,66,fast,40,400,0,2,1.0000,1,1.13006,0.15048,14.88,-6.1865
201,67,fast,40,0,0,0,0.0000,1,1.12304,0.14586,14.52,-6.0019
202,67,fast,40,200,0,1,0.5000,1,1.12252,0.14329,14.58,-5.7027
203,67,fast,40,400,0,2,1.0000,1,1.11935,0.13964,14.48,-5.6217
204,68,fast,40,0,0,0,0.0000,1,1.12301,0.14493,14.55,-6.0191
205,68,fast,40,200,0,1,0.5000,1,1.12857,0.14883,14.83,-6.1122
206,68,fast,40,400,0,2,1.0000,1,1.13166,0.15302,14.91,-6.0905
207,69,fast,40,0,0,0,0.0000,1,1.12597,0.14994,14.61,-5.9950
208,69,fast,40,200,0,1,0.5000,1,1.13506,0.15922,14.95,-6.1803
209,69,fast,40,400,0,2,1.0000,1,1.13520,0.16001,14.95,-6.2512
210,70,fast,40,0,0,0,0.0000,1,1.12119,0.14383,14.48,-5.9363
211,70,fast,40,200,0,1,0.5000,1,1.13815,0.16286,15.06,-6.1044
212,70,fast,40,400,0,2,1.0000,1,1.13693,0.16069,15.04,-6.2055
213,71,fast,40,0,0,0,0.0000,1,1.12378,0.14626,14.55,-5.9606
214,71,fast,40,200,0,1,0.5000,1,1.12686,0.14533,14.80,-5.8840
215,71,fast,40,400,0,2,1.0000,1,1.12838,0.14699,14.85,-5.7478
216,72,fast,40,0,0,0,0.0000,1,1.12602,0.14989,14.62,-6.0156
217,72,fast,40,200,0,1,0.5000,1,1.12222,0.14054,14.60,-6.1389
218,72,fast,40,400,0,2,1.0000,1,1.12651,0.14622,14.74,-6.1591
219,73,fast,40,0,0,0,0.0000,1,1.12537,0.14787,14.62,-5.9863
220,73,fast,40,200,0,1,0.5000,1,1.12468,0.14421,14.68,-6.1370
221,73,fast,40,400,0,2,1.0000,1,1.12903,0.14932,14.83,-6.1430
222,74,fast,40,0,0,0,0.0000,1,1.12407,0.14600,14.59,-5.9564
223,74,fast,40,200,0,1,0.5000,1,1.13441,0.15792,14.94,-6.3491
224,74,fast,40,400,0,2,1.0000,1,1.13632,0.15964,15.02,-6.4335
225,75,fast,40,0,0,0,0.0000,1,1.12090,0.14378,14.45,-5.9132
226,75,fast,40,200,0,1,0.5000,1,1.13174,0.15482,14.88,-6.0596
227,75,fast,40,400,0,2,1.0000,1,1.12556,0.14711,14.66,-6.0476
228,76,fast,40,0,0,0,0.0000,1,1.12163,0.14525,14.47,-5.9878
229,76,fast,40,200,0,1,0.5000,1,1.14039,0.16626,15.15,-6.1769
230,76,fast,40,400,0,2,1.0000,1,1.14016,0.16581,15.13,-6.2123
231,77,fast,40,0,0,0,0.0000,1,1.13538,0.15957,15.00,-6.4573
232,77,fast,40,200,0,1,0.5000,1,1.12335,0.14193,14.64,-6.1965
233,77,fast,40,400,0,2,1.0000,1,1.12002,0.13773,14.52,-6.2597
234,78,fast,40,0,0,0,0.0000,1,1.12082,0.14418,14.43,-5.9217
235,78,fast,40,200,0,1,0.5000,1,1.13342,0.15491,14.95,-5.8831
236,78,fast,40,400,0,2,1.0000,1,1.13929,0.16184,15.16,-5.8371
237,79,fast,40,0,0,0,0.0000,1,1.12295,0.14526,14.54,-6.0917
238,79,fast,40,200,0,1,0.5000,1,1.12635,0.14778,14.70,-6.0363
239,79,fast,40,400,0,2,1.0000,1,1.12873,0.15052,14.77,-6.1742
240,80,fast,40,0,0,0,0.0000,1,1.12426,0.14762,14.56,-5.9579
241,80,fast,40,200,0,1,0.5000,1,1.13613,0.16176,14.94,-6.2859
242,80,fast,40,400,0,2,1.0000,1,1.13714,0.16236,14.98,-6.2323
243,81,fast,40,0,0,0,0.0000,1,1.12496,0.14739,14.62,-6.0616
244,81,fast,40,200,0,1,0.5000,1,1.12565,0.14847,14.66,-5.8919
245,81,fast,40,400,0,2,1.0000,1,1.13018,0.15249,14.84,-5.8099
246,82,fast,40,0,0,0,0.0000,1,1.12567,0.14909,14.62,-5.9384
247,82,fast,40,200,0,1,0.5000,1,1.13621,0.15877,15.05,-6.0921
248,82,fast,40,400,0,2,1.0000,1,1.14130,0.16437,15.23,-6.1928
249,83,fast,40,0,0,0,0.0000,1,1.12962,0.15298,14.76,-5.9993
250,83,fast,40,200,0,1,0.5000,1,1.12643,0.14588,14.76,-6.1185
251,83,fast,40,400,0,2,1.0000,1,1.12454,0.14501,14.66,-6.0715
252,84,fast,40,0,0,0,0.0000,1,1.12539,0.14778,14.62,-6.0796
253,84,fast,40,200,0,1,0.5000,1,1.12782,0.14734,14.80,-6.1025
254,84,fast,40,400,0,2,1.0000,1,1.12654,0.14571,14.77,-6.1048
255,85,fast,40,0,0,0,0.0000,1,1.12120,0.14398,14.46,-5.9352
256,85,fast,40,200,0,1,0.5000,1,1.13271,0.15745,14.88,-6.0811
257,85,fast,40,400,0,2,1.0000,1,1.13087,0.15529,14.81,-6.0733
258,86,fast,40,0,0,0,0.0000,1,1.12284,0.14371,14.55,-6.1387
259,86,fast,40,200,0,1,0.5000,1,1.12538,0.14614,14.66,-6.2486
260,86,fast,40,400,0,2,1.0000,1,1.12618,0.14664,14.70,-6.1403
261,87,fast,40,0,0,0,0.0000,1,1.12207,0.14376,14.52,-6.0677
262,87,fast,40,200,0,1,0.5000,1,1.12534,0.14585,14.66,-6.1841
263,87,fast,40,400,0,2,1.0000,1,1.12799,0.14884,14.76,-6.2197
264,88,fast,40,0,0,0,0.0000,1,1.12258,0.14650,14.49,-5.9355
265,88,fast,40,200,0,1,0.5000,1,1.13182,0.15265,14.95,-6.0859
266,88,fast,40,400,0,2,1.0000,1,1.12706,0.14715,14.77,-6.0842
267,89,fast,40,0,0,0,0.0000,1,1.12205,0.14517,14.48,-5.9409
268,89,fast,40,200,0,1,0.5000,1,1.12943,0.14937,14.87,-6.1680
269,89,fast,40,400,0,2,1.0000,1,1.12556,0.14482,14.72,-6.1555
270,90,fast,40,0,0,0,0.0000,1,1.12007,0.14272,14.41,-6.0005
271,90,fast,40,200,0,1,0.5000,1,1.13603,0.15746,15.09,-6.0101
272,90,fast,40,400,0,2,1.0000,1,1.13613,0.15763,15.09,-5.9704
273,91,fast,40,0,0,0,0.0000,1,1.12171,0.14331,14.50,-6.0148
274,91,fast,40,200,0,1,0.5000,1,1.11668,0.13380,14.43,-6.0334
275,91,fast,40,400,0,2,1.0000,1,1.12888,0.14900,14.84,-6.1385
276,92,fast,40,0,0,0,0.0000,1,1.12681,0.14994,14.66,-5.9985
277,92,fast,40,200,0,1,0.5000,1,1.12561,0.14578,14.71,-5.9987
278,92,fast,40,400,0,2,1.0000,1,1.13524,0.15902,14.96,-6.2364
279,93,fast,40,0,0,0,0.0000,1,1.11645,0.13324,14.38,-6.5588
280,93,fast,40,200,0,1,0.5000,1,1.11728,0.13609,14.40,-5.8736
281,93,fast,40,400,0,2,1.0000,1,1.12371,0.14557,14.58,-5.8827
282,94,fast,40,0,0,0,0.0000,1,1.12438,0.14565,14.61,-6.0203
283,94,fast,40,200,0,1,0.5000,1,1.13517,0.15896,14.96,-6.3096
284,94,fast,40,400,0,2,1.0000,1,1.13516,0.15850,14.97,-6.4943
285,95,fast,40,0,0,0,0.0000,1,1.12267,0.14575,14.50,-5.9551
286,95,fast,40,200,0,1,0.5000,1,1.12469,0.14392,14.69,-6.1560
287,95,fast,40,400,0,2,1.0000,1,1.12794,0.14726,14.81,-6.2242
288,96,fast,40,0,0,0,0.0000,1,1.12248,0.14419,14.52,-5.9865
289,96,fast,40,200,0,1,0.5000,1,1.12313,0.13918,14.70,-5.8514
290,96,fast,40,400,0,2,1.0000,1,1.12579,0.14417,14.76,-5.7653
291,97,fast,40,0,0,0,0.0000,1,1.12051,0.14329,14.44,-6.0610
292,97,fast,40,200,0,1,0.5000,1,1.13097,0.15128,14.91,-6.1533
293,97,fast,40,400,0,2,1.0000,1,1.12788,0.14778,14.80,-6.1531
294,98,fast,40,0,0,0,0.0000,1,1.13393,0.16003,14.88,-6.7442
295,98,fast,40,200,0,1,0.5000,1,1.13206,0.15524,14.86,-6.4389
296,98,fast,40,400,0,2,1.0000,1,1.13488,0.15838,14.96,-6.2441
297,99,fast,40,0,0,0,0.0000,1,1.12446,0.14787,14.56,-6.0234
298,99,fast,40,200,0,1,0.5000,1,1.13374,0.15894,14.91,-5.9524
299,99,fast,40,400,0,2,1.0000,1,1.13606,0.16032,15.02,-6.0151
300,0,slow,4000,0,1,0,0.0000,1,1.12613,0.14430,14.75,-6.8203
301,0,slow,4000,200,1,1,0.5000,1,1.12772,0.14770,14.78,-6.2384
302,0,slow,4000,400,1,2,1.0000,1,1.12944,0.15001,14.84,-6.0845
303,1,slow,4000,0,1,0,0.0000,1,1.13364,0.15297,15.01,-6.3999
304,1,slow,4000,200,1,1,0.5000,1,1.13880,0.16450,15.06,-6.0212
305,1,slow,4000,400,1,2,1.0000,1,1.13502,0.15860,14.95,-6.4983
306,2,slow,4000,0,1,0,0.0000,1,1.12546,0.14359,14.73,-6.8134
307,2,slow,4000,200,1,1,0.5000,1,1.12631,0.14582,14.74,-6.0837
308,2,slow,4000,400,1,2,1.0000,1,1.12427,0.14396,14.65,-6.1682
309,3,slow,4000,0,1,0,0.0000,1,1.13239,0.15148,14.98,-6.7840
310,3,slow,4000,200,1,1,0.5000,1,1.12953,0.14938,14.88,-6.1642
311,3,slow,4000,400,1,2,1.0000,1,1.12892,0.14919,14.84,-6.0639
312,4,slow,4000,0,1,0,0.0000,1,1.11379,0.12802,14.34,-6.7226
313,4,slow,4000,200,1,1,0.5000,1,1.13337,0.15404,15.00,-6.1181
314,4,slow,4000,400,1,2,1.0000,1,1.13046,0.15063,14.90,-6.1663
315,5,slow,4000,0,1,0,0.0000,1,1.12671,0.14492,14.77,-6.8423
316,5,slow,4000,200,1,1,0.5000,1,1.12937,0.14902,14.87,-6.1551
317,5,slow,4000,400,1,2,1.0000,1,1.12541,0.14475,14.71,-6.2579
318,6,slow,4000,0,1,0,0.0000,1,1.13034,0.14956,14.90,-6.7938
319,6,slow,4000,200,1,1,0.5000,1,1.12891,0.14905,14.84,-6.1274
320,6,slow,4000,400,1,2,1.0000,1,1.12889,0.14889,14.84,-6.1227
321,7,slow,4000,0,1,0,0.0000,1,1.11100,0.12776,14.18,-6.4473
322,7,slow,4000,200,1,1,0.5000,1,1.11372,0.13155,14.30,-5.7466
323,7,slow,4000,400,1,2,1.0000,1,1.11549,0.13469,14.33,-5.8149
324,8,slow,4000,0,1,0,0.0000,1,1.12265,0.14035,14.62,-6.8159
325,8,slow,4000,200,1,1,0.5000,1,1.12780,0.14752,14.80,-6.1530
326,8,slow,4000,400,1,2,1.0000,1,1.12595,0.14614,14.72,-6.1644
327,9,slow,4000,0,1,0,0.0000,1,1.14345,0.16942,15.16,-6.9349
