idx,glass_id,cooling_type,cooling_chunks,fatigue_cycles,t_battery,label_cooling,label_fatigue,label_fatigue_cont,sample_passed,mean_bond,std_bond,mean_coord,energy
24,2,fast,40,300,0.38,0,6,0.7500,1,1.12408,0.14742,14.55,-5.4147
25,2,fast,40,350,0.38,0,7,0.8750,1,1.12350,0.14605,14.55,-5.4931
26,2,fast,40,400,0.38,0,8,1.0000,1,1.12575,0.14958,14.63,-5.4083
27,3,fast,40,0,0.38,0,0,0.0000,1,1.12626,0.15000,14.63,-6.0092
28,3,fast,40,50,0.38,0,1,0.1250,1,1.12496,0.14462,14.69,-6.1095
29,3,fast,40,100,0.38,0,2,0.2500,1,1.12489,0.14528,14.66,-6.1521
30,3,fast,40,150,0.38,0,3,0.3750,1,1.12934,0.14924,14.85,-6.1517
31,3,fast,40,200,0.38,0,4,0.5000,1,1.12469,0.14425,14.67,-6.2158
32,3,fast,40,250,0.38,0,5,0.6250,1,1.12793,0.14819,14.79,-6.1951
33,3,fast,40,300,0.38,0,6,0.7500,1,1.12797,0.14900,14.77,-6.0760
34,3,fast,40,350,0.38,0,7,0.8750,1,1.12918,0.15030,14.81,-6.1692
35,3,fast,40,400,0.38,0,8,1.0000,1,1.12646,0.14681,14.73,-6.1006
36,4,fast,40,0,0.38,0,0,0.0000,1,1.12429,0.14595,14.59,-6.0550
37,4,fast,40,50,0.38,0,1,0.1250,1,1.12516,0.14707,14.63,-5.6386
38,4,fast,40,100,0.38,0,2,0.2500,1,1.12828,0.14961,14.77,-5.6010
39,4,fast,40,150,0.38,0,3,0.3750,1,1.12483,0.14112,14.76,-6.1782
40,4,fast,40,200,0.38,0,4,0.5000,1,1.12477,0.14121,14.75,-6.1835
41,4,fast,40,250,0.38,0,5,0.6250,1,1.12602,0.14346,14.77,-6.1573
42,4,fast,40,300,0.38,0,6,0.7500,1,1.12351,0.14071,14.69,-6.1341
43,4,fast,40,350,0.38,0,7,0.8750,1,1.12791,0.14585,14.84,-6.2403
44,4,fast,40,400,0.38,0,8,1.0000,1,1.12206,0.13778,14.66,-6.2675
45,5,fast,40,0,0.38,0,0,0.0000,1,1.10601,0.11897,14.06,-6.5489
46,5,fast,40,50,0.38,0,1,0.1250,1,1.12883,0.15103,14.76,-6.2452
47,5,fast,40,100,0.38,0,2,0.2500,1,1.12460,0.14543,14.62,-6.2534
48,5,fast,40,150,0.38,0,3,0.3750,1,1.12635,0.14809,14.68,-6.2309
49,5,fast,40,200,0.38,0,4,0.5000,1,1.12861,0.15028,14.77,-6.1614
50,5,fast,40,250,0.38,0,5,0.6250,1,1.12255,0.14371,14.54,-6.2314
51,5,fast,40,300,0.38,0,6,0.7500,1,1.12477,0.14567,14.63,-6.1474
52,5,fast,40,350,0.38,0,7,0.8750,1,1.13066,0.15315,14.83,-6.1720
53,5,fast,40,400,0.38,0,8,1.0000,1,1.12865,0.15026,14.77,-6.2262
54,6,fast,40,0,0.38,0,0,0.0000,1,1.12027,0.14172,14.45,-6.1109
55,6,fast,40,50,0.38,0,1,0.1250,1,1.12878,0.14881,14.83,-6.2983
56,6,fast,40,100,0.38,0,2,0.2500,1,1.13078,0.15033,14.92,-6.2217
57,6,fast,40,150,0.38,0,3,0.3750,1,1.12827,0.14836,14.80,-6.2161
58,6,fast,40,200,0.38,0,4,0.5000,1,1.13396,0.15476,15.02,-6.2376
59,6,fast,40,250,0.38,0,5,0.6250,1,1.12776,0.14744,14.80,-6.1525
60,6,fast,40,300,0.38,0,6,0.7500,1,1.13037,0.15015,14.90,-6.2471
61,6,fast,40,350,0.38,0,7,0.8750,1,1.12650,0.14652,14.74,-6.2068
62,6,fast,40,400,0.38,0,8,1.0000,1,1.13154,0.15205,14.93,-6.2391
63,7,fast,40,0,0.38,0,0,0.0000,1,1.12461,0.14652,14.60,-5.9607
64,7,fast,40,50,0.38,0,1,0.1250,1,1.13274,0.15447,14.94,-6.3212
65,7,fast,40,100,0.38,0,2,0.2500,1,1.12983,0.15066,14.84,-6.2705
66,7,fast,40,150,0.38,0,3,0.3750,1,1.13033,0.15184,14.85,-6.2818
67,7,fast,40,200,0.38,0,4,0.5000,1,1.13331,0.15578,14.95,-6.2412
68,7,fast,40,250,0.38,0,5,0.6250,1,1.12934,0.14988,14.84,-6.2248
69,7,fast,40,300,0.38,0,6,0.7500,1,1.13080,0.15430,14.81,-6.2991
70,7,fast,40,350,0.38,0,7,0.8750,1,1.13270,0.15422,14.95,-6.2430
71,7,fast,40,400,0.38,0,8,1.0000,1,1.12839,0.14856,14.80,-6.2640
72,8,fast,40,0,0.38,0,0,0.0000,1,1.12559,0.14730,14.65,-5.9840
73,8,fast,40,50,0.38,0,1,0.1250,1,1.13331,0.15742,14.90,-6.2451
74,8,fast,40,100,0.38,0,2,0.2500,1,1.13004,0.15407,14.78,-6.2069
75,8,fast,40,150,0.38,0,3,0.3750,1,1.13107,0.15538,14.82,-6.1467
76,8,fast,40,200,0.38,0,4,0.5000,1,1.13393,0.15805,14.94,-6.2110
77,8,fast,40,250,0.38,0,5,0.6250,1,1.12879,0.15332,14.73,-6.2112
78,8,fast,40,300,0.38,0,6,0.7500,1,1.13695,0.16082,15.05,-6.1605
79,8,fast,40,350,0.38,0,7,0.8750,1,1.13157,0.15595,14.84,-6.1760
80,8,fast,40,400,0.38,0,8,1.0000,1,1.13048,0.15489,14.79,-6.1184
81,9,fast,40,0,0.38,0,0,0.0000,1,1.12480,0.14696,14.59,-5.9400
82,9,fast,40,50,0.38,0,1,0.1250,1,1.13580,0.15956,14.98,-6.4391
83,9,fast,40,100,0.38,0,2,0.2500,1,1.13268,0.15623,14.87,-6.5064
84,9,fast,40,150,0.38,0,3,0.3750,1,1.13555,0.15970,14.96,-6.4299
85,9,fast,40,200,0.38,0,4,0.5000,1,1.13237,0.15576,14.86,-6.4818
86,9,fast,40,250,0.38,0,5,0.6250,1,1.13410,0.15734,14.94,-6.4570
87,9,fast,40,300,0.38,0,6,0.7500,1,1.13210,0.15519,14.86,-6.4818
88,9,fast,40,350,0.38,0,7,0.8750,1,1.13461,0.15818,14.94,-6.5042
89,9,fast,40,400,0.38,0,8,1.0000,1,1.13472,0.15878,14.93,-6.3845
90,10,fast,40,0,0.38,0,0,0.0000,1,1.12254,0.14493,14.52,-6.0771
91,10,fast,40,50,0.38,0,1,0.1250,1,1.12900,0.15084,14.79,-5.5847
92,10,fast,40,100,0.38,0,2,0.2500,1,1.12219,0.14355,14.53,-5.5444
93,10,fast,40,150,0.38,0,3,0.3750,1,1.12507,0.14670,14.64,-5.4305
94,10,fast,40,200,0.38,0,4,0.5000,1,1.12548,0.14652,14.66,-5.5116
95,10,fast,40,250,0.38,0,5,0.6250,1,1.12387,0.14473,14.62,-5.4069
96,10,fast,40,300,0.38,0,6,0.7500,1,1.12401,0.14430,14.62,-5.6620
97,10,fast,40,350,0.38,0,7,0.8750,1,1.13135,0.15362,14.86,-6.0280
98,10,fast,40,400,0.38,0,8,1.0000,1,1.13202,0.15375,14.91,-6.0045
99,11,fast,40,0,0.38,0,0,0.0000,1,1.12093,0.14286,14.46,-6.0589
100,11,fast,40,50,0.38,0,1,0.1250,1,1.13349,0.15774,14.91,-5.7929
101,11,fast,40,100,0.38,0,2,0.2500,1,1.13717,0.16242,15.02,-6.2394
102,11,fast,40,150,0.38,0,3,0.3750,1,1.13687,0.16249,15.00,-6.2492
103,11,fast,40,200,0.38,0,4,0.5000,1,1.13992,0.16506,15.12,-6.2288
104,11,fast,40,250,0.38,0,5,0.6250,1,1.13767,0.16290,15.03,-6.2719
105,11,fast,40,300,0.38,0,6,0.7500,1,1.13861,0.16317,15.08,-6.2860
106,11,fast,40,350,0.38,0,7,0.8750,1,1.13986,0.16490,15.12,-6.2361
107,11,fast,40,400,0.38,0,8,1.0000,1,1.13608,0.16134,14.98,-6.2798
108,12,fast,40,0,0.38,0,0,0.0000,1,1.12529,0.14793,14.60,-6.0013
109,12,fast,40,50,0.38,0,1,0.1250,1,1.12340,0.14443,14.59,-6.1912
110,12,fast,40,100,0.38,0,2,0.2500,1,1.12363,0.14406,14.62,-6.2015
111,12,fast,40,150,0.38,0,3,0.3750,1,1.12089,0.14015,14.53,-6.2022
112,12,fast,40,200,0.38,0,4,0.5000,1,1.12564,0.14675,14.68,-6.1581
113,12,fast,40,250,0.38,0,5,0.6250,1,1.12111,0.14083,14.54,-6.2443
114,12,fast,40,300,0.38,0,6,0.7500,1,1.12540,0.14700,14.67,-6.1543
115,12,fast,40,350,0.38,0,7,0.8750,1,1.12414,0.14474,14.64,-6.1840
116,12,fast,40,400,0.38,0,8,1.0000,1,1.12633,0.14844,14.69,-6.2171
117,13,fast,40,0,0.38,0,0,0.0000,1,1.13081,0.15081,14.92,-6.7488
118,13,fast,40,50,0.38,0,1,0.1250,1,1.12154,0.14026,14.56,-6.2244
119,13,fast,40,100,0.38,0,2,0.2500,1,1.12920,0.14981,14.83,-6.2746
120,13,fast,40,150,0.38,0,3,0.3750,1,1.12437,0.14372,14.67,-6.1943
121,13,fast,40,200,0.38,0,4,0.5000,1,1.12567,0.14516,14.71,-6.2258
122,13,fast,40,250,0.38,0,5,0.6250,1,1.12338,0.14270,14.62,-6.2863
123,13,fast,40,300,0.38,0,6,0.7500,1,1.12558,0.14536,14.70,-6.2701
124,13,fast,40,350,0.38,0,7,0.8750,1,1.12586,0.14565,14.72,-6.2223
125,13,fast,40,400,0.38,0,8,1.0000,1,1.12447,0.14383,14.67,-6.2698
126,14,fast,40,0,0.38,0,0,0.0000,1,1.10541,0.11759,14.05,-6.6210
127,14,fast,40,50,0.38,0,1,0.1250,1,1.13300,0.15272,15.01,-6.2355
128,14,fast,40,100,0.38,0,2,0.2500,1,1.13061,0.15022,14.91,-6.1827
129,14,fast,40,150,0.38,0,3,0.3750,1,1.12751,0.14694,14.80,-6.1572
130,14,fast,40,200,0.38,0,4,0.5000,1,1.13130,0.15073,14.95,-6.1563
131,14,fast,40,250,0.38,0,5,0.6250,1,1.12633,0.14556,14.76,-6.1795
132,14,fast,40,300,0.38,0,6,0.7500,1,1.12742,0.14653,14.80,-6.1804
133,14,fast,40,350,0.38,0,7,0.8750,1,1.12951,0.14957,14.86,-6.1632
134,14,fast,40,400,0.38,0,8,1.0000,1,1.12890,0.14883,14.84,-6.2164
135,15,fast,40,0,0.38,0,0,0.0000,1,1.12517,0.14717,14.62,-6.1003
136,15,fast,40,50,0.38,0,1,0.1250,1,1.12510,0.14573,14.66,-6.2523
137,15,fast,40,100,0.38,0,2,0.2500,1,1.12379,0.14325,14.64,-6.2197
138,15,fast,40,150,0.38,0,3,0.3750,1,1.12864,0.14981,14.79,-6.2148
139,15,fast,40,200,0.38,0,4,0.5000,1,1.12688,0.14793,14.73,-6.2495
140,15,fast,40,250,0.38,0,5,0.6250,1,1.12700,0.14823,14.73,-6.1948
141,15,fast,40,300,0.38,0,6,0.7500,1,1.12544,0.14675,14.67,-6.1901
142,15,fast,40,350,0.38,0,7,0.8750,1,1.12404,0.14443,14.63,-6.1585
143,15,fast,40,400,0.38,0,8,1.0000,1,1.12431,0.14422,14.65,-6.2910
144,16,fast,40,0,0.38,0,0,0.0000,1,1.11677,0.13500,14.40,-6.3097
145,16,fast,40,50,0.38,0,1,0.1250,1,1.12893,0.14913,14.84,-6.1276
146,16,fast,40,100,0.38,0,2,0.2500,1,1.12977,0.14961,14.88,-6.1827
147,16,fast,40,150,0.38,0,3,0.3750,1,1.12996,0.15065,14.86,-6.2422
148,16,fast,40,200,0.38,0,4,0.5000,1,1.13096,0.15117,14.91,-6.2453
149,16,fast,40,250,0.38,0,5,0.6250,1,1.13062,0.15071,14.91,-6.1671
150,16,fast,40,300,0.38,0,6,0.7500,1,1.13107,0.15159,14.91,-6.1889
151,16,fast,40,350,0.38,0,7,0.8750,1,1.13067,0.15068,14.91,-6.2718
152,16,fast,40,400,0.38,0,8,1.0000,1,1.12896,0.14942,14.84,-6.1201
153,17,fast,40,0,0.38,0,0,0.0000,1,1.12179,0.14534,14.47,-5.9245
154,17,fast,40,50,0.38,0,1,0.1250,1,1.12833,0.14804,14.82,-6.2555
155,17,fast,40,100,0.38,0,2,0.2500,1,1.12810,0.14818,14.80,-6.2058
156,17,fast,40,150,0.38,0,3,0.3750,1,1.13139,0.15185,14.92,-6.2017
157,17,fast,40,200,0.38,0,4,0.5000,1,1.13470,0.15482,15.06,-6.2621
158,17,fast,40,250,0.38,0,5,0.6250,1,1.12719,0.14668,14.78,-6.2148
159,17,fast,40,300,0.38,0,6,0.7500,1,1.12833,0.14819,14.82,-6.1924
160,17,fast,40,350,0.38,0,7,0.8750,1,1.13266,0.15240,14.99,-6.2332
161,17,fast,40,400,0.38,0,8,1.0000,1,1.12912,0.14913,14.84,-6.1840
162,18,fast,40,0,0.38,0,0,0.0000,1,1.12503,0.14426,14.67,-6.4201
163,18,fast,40,50,0.38,0,1,0.1250,1,1.13456,0.15976,14.91,-6.0291
164,18,fast,40,100,0.38,0,2,0.2500,1,1.13190,0.15723,14.82,-6.0357
165,18,fast,40,150,0.38,0,3,0.3750,1,1.13408,0.15929,14.90,-6.1035
166,18,fast,40,200,0.38,0,4,0.5000,1,1.13610,0.16187,14.96,-6.0758
167,18,fast,40,250,0.38,0,5,0.6250,1,1.12922,0.15107,14.80,-5.9615
168,18,fast,40,300,0.38,0,6,0.7500,1,1.13229,0.15826,14.81,-5.9931
169,18,fast,40,350,0.38,0,7,0.8750,1,1.13169,0.15728,14.80,-6.0477
170,18,fast,40,400,0.38,0,8,1.0000,1,1.13641,0.16200,14.98,-5.9522
171,19,fast,40,0,0.38,0,0,0.0000,1,1.12185,0.14333,14.51,-6.0309
172,19,fast,40,50,0.38,0,1,0.1250,1,1.12104,0.14273,14.49,-5.3734
173,19,fast,40,100,0.38,0,2,0.2500,1,1.12470,0.14730,14.59,-5.4531
174,19,fast,40,150,0.38,0,3,0.3750,1,1.12705,0.14886,14.71,-5.5029
175,19,fast,40,200,0.38,0,4,0.5000,1,1.14486,0.16979,15.33,-6.2127
176,19,fast,40,250,0.38,0,5,0.6250,1,1.14608,0.17110,15.37,-6.1937
177,19,fast,40,300,0.38,0,6,0.7500,1,1.14748,0.17235,15.43,-6.2649
178,19,fast,40,350,0.38,0,7,0.8750,1,1.14721,0.17230,15.40,-6.2072
179,19,fast,40,400,0.38,0,8,1.0000,1,1.14591,0.17030,15.37,-6.3018
180,20,fast,40,0,0.38,0,0,0.0000,1,1.12553,0.14971,14.59,-5.9236
181,20,fast,40,50,0.38,0,1,0.1250,1,1.12889,0.14849,14.85,-6.1277
182,20,fast,40,100,0.38,0,2,0.2500,1,1.13028,0.15010,14.90,-6.2988
183,20,fast,40,150,0.38,0,3,0.3750,1,1.13253,0.15261,14.98,-6.2298
184,20,fast,40,200,0.38,0,4,0.5000,1,1.13030,0.15056,14.88,-6.2098
185,20,fast,40,250,0.38,0,5,0.6250,1,1.12785,0.14714,14.81,-6.2388
186,20,fast,40,300,0.38,0,6,0.7500,1,1.12814,0.14859,14.80,-6.2028
187,20,fast,40,350,0.38,0,7,0.8750,1,1.12669,0.14668,14.75,-6.2459
188,20,fast,40,400,0.38,0,8,1.0000,1,1.12943,0.14902,14.88,-6.2355
189,21,fast,40,0,0.38,0,0,0.0000,1,1.12140,0.14448,14.47,-5.9955
190,21,fast,40,50,0.38,0,1,0.1250,1,1.12397,0.14383,14.66,-6.2088
191,21,fast,40,100,0.38,0,2,0.2500,1,1.13132,0.15315,14.91,-6.1729
192,21,fast,40,150,0.38,0,3,0.3750,1,1.12462,0.14403,14.67,-6.2641
193,21,fast,40,200,0.38,0,4,0.5000,1,1.12482,0.14472,14.67,-6.2228
194,21,fast,40,250,0.38,0,5,0.6250,1,1.12485,0.14441,14.68,-6.2365
195,21,fast,40,300,0.38,0,6,0.7500,1,1.12613,0.14503,14.75,-6.2825
196,21,fast,40,350,0.38,0,7,0.8750,1,1.12440,0.14323,14.68,-6.2620
197,21,fast,40,400,0.38,0,8,1.0000,1,1.12999,0.15039,14.87,-6.2757
198,22,fast,40,0,0.38,0,0,0.0000,1,1.12794,0.15137,14.69,-5.9700
199,22,fast,40,50,0.38,0,1,0.1250,1,1.12692,0.14790,14.76,-6.1537
200,22,fast,40,100,0.38,0,2,0.2500,1,1.12767,0.14769,14.80,-6.1703
201,22,fast,40,150,0.38,0,3,0.3750,1,1.12652,0.14716,14.74,-6.2044
202,22,fast,40,200,0.38,0,4,0.5000,1,1.12592,0.14556,14.72,-6.2951
203,22,fast,40,250,0.38,0,5,0.6250,1,1.12556,0.14498,14.71,-6.2798
204,22,fast,40,300,0.38,0,6,0.7500,1,1.12592,0.14519,14.73,-6.2356
205,22,fast,40,350,0.38,0,7,0.8750,1,1.12650,0.14569,14.75,-6.2535
206,22,fast,40,400,0.38,0,8,1.0000,1,1.12435,0.14327,14.67,-6.2945
207,23,fast,40,0,0.38,0,0,0.0000,1,1.12400,0.14667,14.58,-6.0254
208,23,fast,40,50,0.38,0,1,0.1250,1,1.12877,0.15004,14.79,-6.3243
209,23,fast,40,100,0.38,0,2,0.2500,1,1.12658,0.14693,14.73,-6.2487
210,23,fast,40,150,0.38,0,3,0.3750,1,1.13091,0.15167,14.89,-6.2842
211,23,fast,40,200,0.38,0,4,0.5000,1,1.13149,0.15331,14.88,-6.2756
212,23,fast,40,250,0.38,0,5,0.6250,1,1.12828,0.14850,14.80,-6.2129
213,23,fast,40,300,0.38,0,6,0.7500,1,1.13323,0.15478,14.97,-6.2811
214,23,fast,40,350,0.38,0,7,0.8750,1,1.12842,0.14846,14.81,-6.2281
215,23,fast,40,400,0.38,0,8,1.0000,1,1.13176,0.15286,14.92,-6.2055
216,24,fast,40,0,0.38,0,0,0.0000,1,1.11503,0.13439,14.30,-6.4467
217,24,fast,40,50,0.38,0,1,0.1250,1,1.12076,0.13935,14.56,-6.1463
218,24,fast,40,100,0.38,0,2,0.2500,1,1.13087,0.15276,14.90,-6.1554
219,24,fast,40,150,0.38,0,3,0.3750,1,1.12459,0.14411,14.71,-6.2126
220,24,fast,40,200,0.38,0,4,0.5000,1,1.13214,0.15302,14.95,-6.2104
221,24,fast,40,250,0.38,0,5,0.6250,1,1.12999,0.15058,14.88,-6.1042
222,24,fast,40,300,0.38,0,6,0.7500,1,1.12639,0.14629,14.73,-6.2694
223,24,fast,40,350,0.38,0,7,0.8750,1,1.12616,0.14583,14.73,-6.1827
224,24,fast,40,400,0.38,0,8,1.0000,1,1.12323,0.14210,14.63,-6.2753
225,25,fast,40,0,0.38,0,0,0.0000,1,1.12445,0.14778,14.57,-5.9681
226,25,fast,40,50,0.38,0,1,0.1250,1,1.13160,0.15560,14.84,-6.1538
227,25,fast,40,100,0.38,0,2,0.2500,1,1.13333,0.15727,14.88,-6.5368
228,25,fast,40,150,0.38,0,3,0.3750,1,1.13438,0.15822,14.92,-6.4364
229,25,fast,40,200,0.38,0,4,0.5000,1,1.13440,0.15801,14.93,-6.4475
230,25,fast,40,250,0.38,0,5,0.6250,1,1.13342,0.15735,14.88,-6.4417
231,25,fast,40,300,0.38,0,6,0.7500,1,1.13043,0.15460,14.77,-6.4440
232,25,fast,40,350,0.38,0,7,0.8750,1,1.13306,0.15726,14.87,-6.4147
233,25,fast,40,400,0.38,0,8,1.0000,1,1.13312,0.15656,14.89,-6.4242
234,26,fast,40,0,0.38,0,0,0.0000,1,1.12325,0.14601,14.54,-5.9670
235,26,fast,40,50,0.38,0,1,0.1250,1,1.12675,0.14661,14.73,-6.3150
236,26,fast,40,100,0.38,0,2,0.2500,1,1.12340,0.14355,14.59,-6.2802
237,26,fast,40,150,0.38,0,3,0.3750,1,1.12375,0.14399,14.60,-6.3093
238,26,fast,40,200,0.38,0,4,0.5000,1,1.12588,0.14677,14.67,-6.2913
239,26,fast,40,250,0.38,0,5,0.6250,1,1.12601,0.14650,14.69,-6.2351
240,26,fast,40,300,0.38,0,6,0.7500,1,1.12622,0.14632,14.70,-6.3475
241,26,fast,40,350,0.38,0,7,0.8750,1,1.12582,0.14596,14.70,-6.2688
242,26,fast,40,400,0.38,0,8,1.0000,1,1.12732,0.14751,14.75,-6.2952
243,27,fast,40,0,0.38,0,0,0.0000,1,1.12522,0.14714,14.62,-6.0259
244,27,fast,40,50,0.38,0,1,0.1250,1,1.12865,0.14955,14.78,-6.3016
245,27,fast,40,100,0.38,0,2,0.2500,1,1.12700,0.14718,14.73,-6.2693
246,27,fast,40,150,0.38,0,3,0.3750,1,1.12599,0.14665,14.68,-6.3439
247,27,fast,40,200,0.38,0,4,0.5000,1,1.12630,0.14667,14.70,-6.1737
248,27,fast,40,250,0.38,0,5,0.6250,1,1.12756,0.14785,14.76,-6.2909
249,27,fast,40,300,0.38,0,6,0.7500,1,1.12762,0.14882,14.73,-6.2975
250,27,fast,40,350,0.38,0,7,0.8750,1,1.12559,0.14600,14.67,-6.3343
251,27,fast,40,400,0.38,0,8,1.0000,1,1.12500,0.14508,14.66,-6.3144
252,28,fast,40,0,0.38,0,0,0.0000,1,1.12637,0.14940,14.65,-5.9802
253,28,fast,40,50,0.38,0,1,0.1250,1,1.12759,0.14791,14.77,-6.2392
254,28,fast,40,100,0.38,0,2,0.2500,1,1.12747,0.14748,14.77,-6.2485
255,28,fast,40,150,0.38,0,3,0.3750,1,1.12321,0.14208,14.63,-6.2363
256,28,fast,40,200,0.38,0,4,0.5000,1,1.12420,0.14335,14.66,-6.3010
257,28,fast,40,250,0.38,0,5,0.6250,1,1.13122,0.15118,14.93,-6.2035
258,28,fast,40,300,0.38,0,6,0.7500,1,1.12762,0.14725,14.79,-6.2318
259,28,fast,40,350,0.38,0,7,0.8750,1,1.12439,0.14336,14.68,-6.2256
260,28,fast,40,400,0.38,0,8,1.0000,1,1.12764,0.14747,14.79,-6.2370
261,29,fast,40,0,0.38,0,0,0.0000,1,1.11997,0.13766,14.53,-6.7159
262,29,fast,40,50,0.38,0,1,0.1250,1,1.11404,0.12930,14.34,-6.1698
263,29,fast,40,100,0.38,0,2,0.2500,1,1.10993,0.12458,14.19,-6.1561
264,29,fast,40,150,0.38,0,3,0.3750,1,1.11360,0.12941,14.32,-6.1504
265,29,fast,40,200,0.38,0,4,0.5000,1,1.11649,0.13316,14.41,-6.0812
266,29,fast,40,250,0.38,0,5,0.6250,1,1.11627,0.13284,14.41,-6.1174
267,29,fast,40,300,0.38,0,6,0.7500,1,1.11471,0.13040,14.36,-6.2184
268,29,fast,40,350,0.38,0,7,0.8750,1,1.12509,0.14488,14.70,-6.1199
269,29,fast,40,400,0.38,0,8,1.0000,1,1.12021,0.13840,14.53,-6.1716
270,30,fast,40,0,0.38,0,0,0.0000,1,1.13328,0.15327,15.01,-6.7269
271,30,fast,40,50,0.38,0,1,0.1250,1,1.13414,0.15518,15.02,-6.1732
272,30,fast,40,100,0.38,0,2,0.2500,1,1.13164,0.15180,14.95,-6.2125
273,30,fast,40,150,0.38,0,3,0.3750,1,1.13057,0.15054,14.91,-6.1615
274,30,fast,40,200,0.38,0,4,0.5000,1,1.12523,0.14493,14.70,-6.2331
275,30,fast,40,250,0.38,0,5,0.6250,1,1.13016,0.15116,14.88,-6.1778
276,30,fast,40,300,0.38,0,6,0.7500,1,1.12880,0.14932,14.84,-6.0956
277,30,fast,40,350,0.38,0,7,0.8750,1,1.13228,0.15289,14.96,-6.2784
278,30,fast,40,400,0.38,0,8,1.0000,1,1.13562,0.15655,15.09,-6.1932
279,31,fast,40,0,0.38,0,0,0.0000,1,1.12452,0.14732,14.59,-5.9897
280,31,fast,40,50,0.38,0,1,0.1250,1,1.13049,0.15436,14.80,-6.1746
281,31,fast,40,100,0.38,0,2,0.2500,1,1.14519,0.17074,15.31,-6.2513
282,31,fast,40,150,0.38,0,3,0.3750,1,1.14643,0.17236,15.37,-6.2213
283,31,fast,40,200,0.38,0,4,0.5000,1,1.15039,0.17592,15.52,-6.2278
284,31,fast,40,250,0.38,0,5,0.6250,1,1.15074,0.17632,15.54,-6.2512
285,31,fast,40,300,0.38,0,6,0.7500,1,1.14976,0.17567,15.48,-6.2948
286,31,fast,40,350,0.38,0,7,0.8750,1,1.15077,0.17632,15.52,-6.2305
287,31,fast,40,400,0.38,0,8,1.0000,1,1.14806,0.17428,15.42,-6.2193
288,32,fast,40,0,0.38,0,0,0.0000,1,1.13268,0.15276,14.98,-6.7380
289,32,fast,40,50,0.38,0,1,0.1250,1,1.12862,0.14983,14.81,-6.1914
290,32,fast,40,100,0.38,0,2,0.2500,1,1.13109,0.15173,14.91,-6.1294
291,32,fast,40,150,0.38,0,3,0.3750,1,1.12730,0.14727,14.77,-6.1981
292,32,fast,40,200,0.38,0,4,0.5000,1,1.12446,0.14485,14.65,-6.2366
293,32,fast,40,250,0.38,0,5,0.6250,1,1.12878,0.14866,14.83,-6.2948
294,32,fast,40,300,0.38,0,6,0.7500,1,1.12490,0.14344,14.71,-6.2264
295,32,fast,40,350,0.38,0,7,0.8750,1,1.12799,0.14768,14.80,-6.2632
296,32,fast,40,400,0.38,0,8,1.0000,1,1.12385,0.14263,14.66,-6.2634
297,33,fast,40,0,0.38,0,0,0.0000,1,1.12229,0.14393,14.51,-6.0481
298,33,fast,40,50,0.38,0,1,0.1250,1,1.13581,0.15910,14.99,-6.4889
299,33,fast,40,100,0.38,0,2,0.2500,1,1.13701,0.16076,15.02,-6.4271
