idx,glass_id,cooling_type,cooling_chunks,fatigue_cycles,t_battery,label_cooling,label_fatigue,label_fatigue_cont,sample_passed,mean_bond,std_bond,mean_coord,energy
59,6,fast,40,250,0.44,0,5,0.6250,1,1.11425,0.13317,14.30,-5.7106
60,6,fast,40,300,0.44,0,6,0.7500,1,1.11512,0.13388,14.33,-5.7364
61,6,fast,40,350,0.44,0,7,0.8750,1,1.11689,0.13547,14.41,-5.7812
62,6,fast,40,400,0.44,0,8,1.0000,1,1.10964,0.12611,14.16,-5.8011
63,7,fast,40,0,0.44,0,0,0.0000,1,1.12461,0.14652,14.60,-5.9607
64,7,fast,40,50,0.44,0,1,0.1250,1,1.13053,0.15137,14.88,-6.1599
65,7,fast,40,100,0.44,0,2,0.2500,1,1.12903,0.14967,14.83,-6.1112
66,7,fast,40,150,0.44,0,3,0.3750,1,1.13404,0.15665,14.98,-6.1248
67,7,fast,40,200,0.44,0,4,0.5000,1,1.12638,0.14724,14.71,-6.1054
68,7,fast,40,250,0.44,0,5,0.6250,1,1.12858,0.14852,14.83,-6.0582
69,7,fast,40,300,0.44,0,6,0.7500,1,1.12806,0.14818,14.80,-6.1200
70,7,fast,40,350,0.44,0,7,0.8750,1,1.13208,0.15467,14.90,-6.0760
71,7,fast,40,400,0.44,0,8,1.0000,1,1.12987,0.15055,14.86,-6.1405
72,8,fast,40,0,0.44,0,0,0.0000,1,1.12559,0.14730,14.65,-5.9840
73,8,fast,40,50,0.44,0,1,0.1250,1,1.12736,0.15111,14.68,-5.8199
74,8,fast,40,100,0.44,0,2,0.2500,1,1.13010,0.15412,14.78,-5.8281
75,8,fast,40,150,0.44,0,3,0.3750,1,1.14163,0.16682,15.16,-6.7987
76,8,fast,40,200,0.44,0,4,0.5000,1,1.14151,0.16713,15.14,-6.7812
77,8,fast,40,250,0.44,0,5,0.6250,1,1.14308,0.16806,15.22,-6.8125
78,8,fast,40,300,0.44,0,6,0.7500,1,1.14432,0.16926,15.27,-6.6811
79,8,fast,40,350,0.44,0,7,0.8750,1,1.14299,0.16810,15.21,-6.7382
80,8,fast,40,400,0.44,0,8,1.0000,1,1.14294,0.16822,15.21,-6.7170
81,9,fast,40,0,0.44,0,0,0.0000,1,1.12480,0.14696,14.59,-5.9400
82,9,fast,40,50,0.44,0,1,0.1250,1,1.13589,0.15950,14.98,-6.2974
83,9,fast,40,100,0.44,0,2,0.2500,1,1.13595,0.15916,15.01,-6.3720
84,9,fast,40,150,0.44,0,3,0.3750,1,1.13521,0.15890,14.97,-6.3433
85,9,fast,40,200,0.44,0,4,0.5000,1,1.13533,0.15898,14.98,-6.3458
86,9,fast,40,250,0.44,0,5,0.6250,1,1.13400,0.15769,14.92,-6.3410
87,9,fast,40,300,0.44,0,6,0.7500,1,1.13240,0.15608,14.85,-6.3751
88,9,fast,40,350,0.44,0,7,0.8750,1,1.13361,0.15707,14.91,-6.3938
89,9,fast,40,400,0.44,0,8,1.0000,1,1.13614,0.15996,15.00,-6.2913
90,10,fast,40,0,0.44,0,0,0.0000,1,1.12254,0.14493,14.52,-6.0771
91,10,fast,40,50,0.44,0,1,0.1250,1,1.12635,0.14839,14.68,-5.4407
92,10,fast,40,100,0.44,0,2,0.2500,1,1.12157,0.14331,14.50,-5.3895
93,10,fast,40,150,0.44,0,3,0.3750,1,1.12452,0.14469,14.65,-5.3283
94,10,fast,40,200,0.44,0,4,0.5000,1,1.12781,0.14754,14.80,-5.9615
95,10,fast,40,250,0.44,0,5,0.6250,1,1.12888,0.15004,14.82,-5.8114
96,10,fast,40,300,0.44,0,6,0.7500,1,1.12909,0.14855,14.86,-5.9759
97,10,fast,40,350,0.44,0,7,0.8750,1,1.12919,0.15064,14.80,-5.9213
98,10,fast,40,400,0.44,0,8,1.0000,1,1.12786,0.14849,14.77,-5.9443
99,11,fast,40,0,0.44,0,0,0.0000,1,1.12093,0.14286,14.46,-6.0589
100,11,fast,40,50,0.44,0,1,0.1250,1,1.12919,0.15229,14.77,-5.3598
101,11,fast,40,100,0.44,0,2,0.2500,1,1.12798,0.15170,14.71,-5.3356
102,11,fast,40,150,0.44,0,3,0.3750,1,1.12529,0.14883,14.61,-5.3558
103,11,fast,40,200,0.44,0,4,0.5000,1,1.12638,0.14965,14.66,-5.3559
104,11,fast,40,250,0.44,0,5,0.6250,1,1.12807,0.15142,14.70,-5.3325
105,11,fast,40,300,0.44,0,6,0.7500,1,1.12478,0.14758,14.60,-5.4310
106,11,fast,40,350,0.44,0,7,0.8750,1,1.12735,0.15029,14.71,-5.4435
107,11,fast,40,400,0.44,0,8,1.0000,1,1.12509,0.14786,14.63,-5.3468
108,12,fast,40,0,0.44,0,0,0.0000,1,1.12529,0.14793,14.60,-6.0013
109,12,fast,40,50,0.44,0,1,0.1250,1,1.13276,0.15353,14.98,-6.0350
110,12,fast,40,100,0.44,0,2,0.2500,1,1.12631,0.14692,14.73,-6.0056
111,12,fast,40,150,0.44,0,3,0.3750,1,1.12961,0.15023,14.86,-6.0652
112,12,fast,40,200,0.44,0,4,0.5000,1,1.13052,0.15090,14.90,-6.0601
113,12,fast,40,250,0.44,0,5,0.6250,1,1.12790,0.14807,14.79,-6.0987
114,12,fast,40,300,0.44,0,6,0.7500,1,1.12731,0.14668,14.80,-6.0313
115,12,fast,40,350,0.44,0,7,0.8750,1,1.13012,0.15044,14.88,-6.0737
116,12,fast,40,400,0.44,0,8,1.0000,1,1.13110,0.15126,14.93,-6.1026
117,13,fast,40,0,0.44,0,0,0.0000,1,1.13081,0.15081,14.92,-6.7488
118,13,fast,40,50,0.44,0,1,0.1250,1,1.12616,0.14615,14.73,-6.1332
119,13,fast,40,100,0.44,0,2,0.2500,1,1.12485,0.14489,14.68,-6.1452
120,13,fast,40,150,0.44,0,3,0.3750,1,1.12424,0.14381,14.66,-6.0608
121,13,fast,40,200,0.44,0,4,0.5000,1,1.12696,0.14683,14.76,-6.0785
122,13,fast,40,250,0.44,0,5,0.6250,1,1.12549,0.14530,14.70,-6.1600
123,13,fast,40,300,0.44,0,6,0.7500,1,1.12604,0.14637,14.70,-6.1238
124,13,fast,40,350,0.44,0,7,0.8750,1,1.12779,0.14761,14.80,-6.0671
125,13,fast,40,400,0.44,0,8,1.0000,1,1.12491,0.14447,14.69,-6.1375
126,14,fast,40,0,0.44,0,0,0.0000,1,1.10541,0.11759,14.05,-6.6210
127,14,fast,40,50,0.44,0,1,0.1250,1,1.13260,0.15415,14.97,-6.0457
128,14,fast,40,100,0.44,0,2,0.2500,1,1.12928,0.15106,14.84,-6.0617
129,14,fast,40,150,0.44,0,3,0.3750,1,1.12493,0.14522,14.70,-6.0450
130,14,fast,40,200,0.44,0,4,0.5000,1,1.13277,0.15462,14.98,-6.0521
131,14,fast,40,250,0.44,0,5,0.6250,1,1.12905,0.14928,14.85,-6.0716
132,14,fast,40,300,0.44,0,6,0.7500,1,1.12903,0.14933,14.85,-6.0633
133,14,fast,40,350,0.44,0,7,0.8750,1,1.12673,0.14678,14.75,-6.0653
134,14,fast,40,400,0.44,0,8,1.0000,1,1.12229,0.14183,14.58,-6.1579
135,15,fast,40,0,0.44,0,0,0.0000,1,1.12517,0.14717,14.62,-6.1003
136,15,fast,40,50,0.44,0,1,0.1250,1,1.12463,0.14414,14.70,-6.0975
137,15,fast,40,100,0.44,0,2,0.2500,1,1.12924,0.14942,14.84,-6.1192
138,15,fast,40,150,0.44,0,3,0.3750,1,1.12702,0.14679,14.77,-6.1044
139,15,fast,40,200,0.44,0,4,0.5000,1,1.12995,0.15075,14.85,-6.1430
140,15,fast,40,250,0.44,0,5,0.6250,1,1.12840,0.14839,14.82,-6.1098
141,15,fast,40,300,0.44,0,6,0.7500,1,1.13211,0.15300,14.95,-6.1082
142,15,fast,40,350,0.44,0,7,0.8750,1,1.12606,0.14616,14.73,-6.0590
143,15,fast,40,400,0.44,0,8,1.0000,1,1.12655,0.14551,14.77,-6.2013
144,16,fast,40,0,0.44,0,0,0.0000,1,1.11677,0.13500,14.40,-6.3097
145,16,fast,40,50,0.44,0,1,0.1250,1,1.12825,0.14951,14.80,-5.9508
146,16,fast,40,100,0.44,0,2,0.2500,1,1.13013,0.14987,14.90,-6.1297
147,16,fast,40,150,0.44,0,3,0.3750,1,1.12691,0.14701,14.76,-6.1057
148,16,fast,40,200,0.44,0,4,0.5000,1,1.12863,0.14838,14.83,-6.1377
149,16,fast,40,250,0.44,0,5,0.6250,1,1.12680,0.14690,14.76,-6.0712
150,16,fast,40,300,0.44,0,6,0.7500,1,1.12478,0.14427,14.69,-6.0568
151,16,fast,40,350,0.44,0,7,0.8750,1,1.13108,0.15178,14.91,-6.1692
152,16,fast,40,400,0.44,0,8,1.0000,1,1.12916,0.14940,14.84,-6.0800
153,17,fast,40,0,0.44,0,0,0.0000,1,1.12179,0.14534,14.47,-5.9245
154,17,fast,40,50,0.44,0,1,0.1250,1,1.12412,0.14365,14.66,-6.1098
155,17,fast,40,100,0.44,0,2,0.2500,1,1.12543,0.14544,14.70,-6.0941
156,17,fast,40,150,0.44,0,3,0.3750,1,1.12451,0.14412,14.66,-6.1181
157,17,fast,40,200,0.44,0,4,0.5000,1,1.12481,0.14435,14.68,-6.0538
158,17,fast,40,250,0.44,0,5,0.6250,1,1.12619,0.14620,14.73,-6.0899
159,17,fast,40,300,0.44,0,6,0.7500,1,1.12979,0.15007,14.87,-6.0832
160,17,fast,40,350,0.44,0,7,0.8750,1,1.12814,0.14814,14.81,-6.0754
161,17,fast,40,400,0.44,0,8,1.0000,1,1.12517,0.14515,14.69,-6.1040
162,18,fast,40,0,0.44,0,0,0.0000,1,1.12503,0.14426,14.67,-6.4201
163,18,fast,40,50,0.44,0,1,0.1250,1,1.13677,0.16051,15.02,-6.3534
164,18,fast,40,100,0.44,0,2,0.2500,1,1.13277,0.15621,14.88,-6.3556
165,18,fast,40,150,0.44,0,3,0.3750,1,1.13449,0.15792,14.95,-6.4037
166,18,fast,40,200,0.44,0,4,0.5000,1,1.13615,0.15932,15.01,-6.3483
167,18,fast,40,250,0.44,0,5,0.6250,1,1.13324,0.15732,14.88,-6.3239
168,18,fast,40,300,0.44,0,6,0.7500,1,1.13653,0.15997,15.02,-6.2633
169,18,fast,40,350,0.44,0,7,0.8750,1,1.13259,0.15563,14.88,-6.3805
170,18,fast,40,400,0.44,0,8,1.0000,1,1.13540,0.15892,14.98,-6.3063
171,19,fast,40,0,0.44,0,0,0.0000,1,1.12185,0.14333,14.51,-6.0309
172,19,fast,40,50,0.44,0,1,0.1250,1,1.12384,0.14608,14.58,-5.3081
173,19,fast,40,100,0.44,0,2,0.2500,1,1.13239,0.15663,14.88,-5.6888
174,19,fast,40,150,0.44,0,3,0.3750,1,1.13967,0.16595,15.07,-6.0892
175,19,fast,40,200,0.44,0,4,0.5000,1,1.13969,0.16558,15.06,-6.1976
176,19,fast,40,250,0.44,0,5,0.6250,1,1.14414,0.16989,15.26,-6.1741
177,19,fast,40,300,0.44,0,6,0.7500,1,1.14359,0.16955,15.22,-6.2596
178,19,fast,40,350,0.44,0,7,0.8750,1,1.14226,0.16839,15.16,-6.1803
179,19,fast,40,400,0.44,0,8,1.0000,1,1.14476,0.17065,15.27,-6.2811
180,20,fast,40,0,0.44,0,0,0.0000,1,1.12553,0.14971,14.59,-5.9236
181,20,fast,40,50,0.44,0,1,0.1250,1,1.12922,0.14958,14.86,-5.9750
182,20,fast,40,100,0.44,0,2,0.2500,1,1.12412,0.14373,14.65,-6.1729
183,20,fast,40,150,0.44,0,3,0.3750,1,1.12464,0.14408,14.69,-6.1251
184,20,fast,40,200,0.44,0,4,0.5000,1,1.12853,0.14828,14.83,-6.1039
185,20,fast,40,250,0.44,0,5,0.6250,1,1.12821,0.14839,14.80,-6.0854
186,20,fast,40,300,0.44,0,6,0.7500,1,1.12444,0.14401,14.67,-6.0842
187,20,fast,40,350,0.44,0,7,0.8750,1,1.12914,0.14892,14.85,-6.1639
188,20,fast,40,400,0.44,0,8,1.0000,1,1.12480,0.14408,14.69,-6.1297
189,21,fast,40,0,0.44,0,0,0.0000,1,1.12140,0.14448,14.47,-5.9955
190,21,fast,40,50,0.44,0,1,0.1250,1,1.12771,0.14766,14.79,-6.1497
191,21,fast,40,100,0.44,0,2,0.2500,1,1.12509,0.14500,14.70,-6.0764
192,21,fast,40,150,0.44,0,3,0.3750,1,1.12826,0.14817,14.81,-6.1545
193,21,fast,40,200,0.44,0,4,0.5000,1,1.12385,0.14357,14.64,-6.0309
194,21,fast,40,250,0.44,0,5,0.6250,1,1.12735,0.14707,14.78,-6.1386
195,21,fast,40,300,0.44,0,6,0.7500,1,1.12669,0.14611,14.77,-6.1340
196,21,fast,40,350,0.44,0,7,0.8750,1,1.12453,0.14371,14.68,-6.1758
197,21,fast,40,400,0.44,0,8,1.0000,1,1.12804,0.14769,14.81,-6.1180
198,22,fast,40,0,0.44,0,0,0.0000,1,1.12794,0.15137,14.69,-5.9700
199,22,fast,40,50,0.44,0,1,0.1250,1,1.12821,0.14815,14.81,-6.1436
200,22,fast,40,100,0.44,0,2,0.2500,1,1.12653,0.14668,14.73,-6.1085
201,22,fast,40,150,0.44,0,3,0.3750,1,1.12785,0.14743,14.80,-6.1574
202,22,fast,40,200,0.44,0,4,0.5000,1,1.12683,0.14703,14.75,-6.1616
203,22,fast,40,250,0.44,0,5,0.6250,1,1.12682,0.14689,14.76,-6.1284
204,22,fast,40,300,0.44,0,6,0.7500,1,1.12611,0.14576,14.73,-6.1636
205,22,fast,40,350,0.44,0,7,0.8750,1,1.12639,0.14616,14.74,-6.0719
206,22,fast,40,400,0.44,0,8,1.0000,1,1.12498,0.14453,14.69,-6.1275
207,23,fast,40,0,0.44,0,0,0.0000,1,1.12400,0.14667,14.58,-6.0254
208,23,fast,40,50,0.44,0,1,0.1250,1,1.12504,0.14652,14.65,-5.5585
209,23,fast,40,100,0.44,0,2,0.2500,1,1.13880,0.16478,15.09,-6.1035
210,23,fast,40,150,0.44,0,3,0.3750,1,1.13907,0.16462,15.11,-6.0988
211,23,fast,40,200,0.44,0,4,0.5000,1,1.14127,0.16657,15.17,-6.1726
212,23,fast,40,250,0.44,0,5,0.6250,1,1.14003,0.16655,15.10,-6.1220
213,23,fast,40,300,0.44,0,6,0.7500,1,1.13961,0.16535,15.09,-6.2125
214,23,fast,40,350,0.44,0,7,0.8750,1,1.14372,0.16838,15.29,-6.2432
215,23,fast,40,400,0.44,0,8,1.0000,1,1.14165,0.16717,15.17,-6.1413
216,24,fast,40,0,0.44,0,0,0.0000,1,1.11503,0.13439,14.30,-6.4467
217,24,fast,40,50,0.44,0,1,0.1250,1,1.11916,0.13605,14.52,-6.0142
218,24,fast,40,100,0.44,0,2,0.2500,1,1.12394,0.14326,14.66,-6.0106
219,24,fast,40,150,0.44,0,3,0.3750,1,1.12840,0.14933,14.80,-6.1171
220,24,fast,40,200,0.44,0,4,0.5000,1,1.12742,0.14795,14.78,-6.0321
221,24,fast,40,250,0.44,0,5,0.6250,1,1.12784,0.14806,14.79,-6.0030
222,24,fast,40,300,0.44,0,6,0.7500,1,1.12643,0.14576,14.76,-6.1358
223,24,fast,40,350,0.44,0,7,0.8750,1,1.12806,0.14772,14.81,-6.0458
224,24,fast,40,400,0.44,0,8,1.0000,1,1.12634,0.14545,14.75,-6.1174
225,25,fast,40,0,0.44,0,0,0.0000,1,1.12445,0.14778,14.57,-5.9681
226,25,fast,40,50,0.44,0,1,0.1250,1,1.13357,0.15757,14.92,-6.0165
227,25,fast,40,100,0.44,0,2,0.2500,1,1.13663,0.15994,15.03,-6.4464
228,25,fast,40,150,0.44,0,3,0.3750,1,1.13006,0.15346,14.77,-6.2637
229,25,fast,40,200,0.44,0,4,0.5000,1,1.13582,0.15990,14.98,-6.2903
230,25,fast,40,250,0.44,0,5,0.6250,1,1.13371,0.15737,14.91,-6.3418
231,25,fast,40,300,0.44,0,6,0.7500,1,1.13445,0.15746,14.96,-6.2933
232,25,fast,40,350,0.44,0,7,0.8750,1,1.13547,0.15920,14.97,-6.3243
233,25,fast,40,400,0.44,0,8,1.0000,1,1.13478,0.15836,14.95,-6.3834
234,26,fast,40,0,0.44,0,0,0.0000,1,1.12325,0.14601,14.54,-5.9670
235,26,fast,40,50,0.44,0,1,0.1250,1,1.12989,0.15040,14.88,-6.0488
236,26,fast,40,100,0.44,0,2,0.2500,1,1.11488,0.13149,14.36,-6.0133
237,26,fast,40,150,0.44,0,3,0.3750,1,1.11933,0.13719,14.51,-5.9770
238,26,fast,40,200,0.44,0,4,0.5000,1,1.11689,0.13373,14.44,-6.0702
239,26,fast,40,250,0.44,0,5,0.6250,1,1.12656,0.14797,14.73,-6.0005
240,26,fast,40,300,0.44,0,6,0.7500,1,1.11656,0.13320,14.42,-6.0777
241,26,fast,40,350,0.44,0,7,0.8750,1,1.11263,0.12840,14.30,-5.9524
242,26,fast,40,400,0.44,0,8,1.0000,1,1.11450,0.13005,14.37,-6.0502
243,27,fast,40,0,0.44,0,0,0.0000,1,1.12522,0.14714,14.62,-6.0259
244,27,fast,40,50,0.44,0,1,0.1250,1,1.12709,0.14804,14.77,-6.0123
245,27,fast,40,100,0.44,0,2,0.2500,1,1.12667,0.14730,14.76,-6.0247
246,27,fast,40,150,0.44,0,3,0.3750,1,1.12658,0.14661,14.76,-6.1168
247,27,fast,40,200,0.44,0,4,0.5000,1,1.13001,0.15042,14.88,-6.0025
248,27,fast,40,250,0.44,0,5,0.6250,1,1.13243,0.15280,14.97,-6.1371
249,27,fast,40,300,0.44,0,6,0.7500,1,1.12703,0.14722,14.77,-6.0939
250,27,fast,40,350,0.44,0,7,0.8750,1,1.12713,0.14720,14.77,-6.0127
251,27,fast,40,400,0.44,0,8,1.0000,1,1.13103,0.15107,14.92,-6.0759
252,28,fast,40,0,0.44,0,0,0.0000,1,1.12637,0.14940,14.65,-5.9802
253,28,fast,40,50,0.44,0,1,0.1250,1,1.13052,0.15135,14.90,-6.0797
254,28,fast,40,100,0.44,0,2,0.2500,1,1.12787,0.14781,14.80,-6.1583
255,28,fast,40,150,0.44,0,3,0.3750,1,1.12656,0.14593,14.76,-6.1179
256,28,fast,40,200,0.44,0,4,0.5000,1,1.12840,0.14873,14.81,-6.1408
257,28,fast,40,250,0.44,0,5,0.6250,1,1.13307,0.15401,14.98,-6.0615
258,28,fast,40,300,0.44,0,6,0.7500,1,1.12631,0.14628,14.73,-6.1107
259,28,fast,40,350,0.44,0,7,0.8750,1,1.12829,0.14822,14.82,-6.0646
260,28,fast,40,400,0.44,0,8,1.0000,1,1.12608,0.14583,14.73,-6.1490
261,29,fast,40,0,0.44,0,0,0.0000,1,1.11997,0.13766,14.53,-6.7159
262,29,fast,40,50,0.44,0,1,0.1250,1,1.12554,0.14594,14.70,-6.0354
263,29,fast,40,100,0.44,0,2,0.2500,1,1.13161,0.15315,14.92,-6.0386
264,29,fast,40,150,0.44,0,3,0.3750,1,1.12688,0.14751,14.75,-6.0030
265,29,fast,40,200,0.44,0,4,0.5000,1,1.12665,0.14634,14.76,-6.0143
266,29,fast,40,250,0.44,0,5,0.6250,1,1.12863,0.14795,14.84,-6.1075
267,29,fast,40,300,0.44,0,6,0.7500,1,1.12750,0.14738,14.77,-6.1887
268,29,fast,40,350,0.44,0,7,0.8750,1,1.12425,0.14375,14.66,-6.1070
269,29,fast,40,400,0.44,0,8,1.0000,1,1.12591,0.14585,14.72,-6.0939
270,30,fast,40,0,0.44,0,0,0.0000,1,1.13328,0.15327,15.01,-6.7269
271,30,fast,40,50,0.44,0,1,0.1250,1,1.12116,0.14019,14.57,-5.9845
272,30,fast,40,100,0.44,0,2,0.2500,1,1.11639,0.13274,14.43,-6.0075
273,30,fast,40,150,0.44,0,3,0.3750,1,1.11735,0.13505,14.45,-5.9956
274,30,fast,40,200,0.44,0,4,0.5000,1,1.11811,0.13601,14.48,-6.0733
275,30,fast,40,250,0.44,0,5,0.6250,1,1.13113,0.15221,14.91,-6.0509
276,30,fast,40,300,0.44,0,6,0.7500,1,1.12511,0.14473,14.70,-6.0341
277,30,fast,40,350,0.44,0,7,0.8750,1,1.12657,0.14641,14.75,-6.1418
278,30,fast,40,400,0.44,0,8,1.0000,1,1.12615,0.14575,14.73,-6.1151
279,31,fast,40,0,0.44,0,0,0.0000,1,1.12452,0.14732,14.59,-5.9897
280,31,fast,40,50,0.44,0,1,0.1250,1,1.12232,0.14218,14.60,-6.0153
281,31,fast,40,100,0.44,0,2,0.2500,1,1.12515,0.14466,14.70,-6.1066
282,31,fast,40,150,0.44,0,3,0.3750,1,1.12601,0.14568,14.73,-6.1008
283,31,fast,40,200,0.44,0,4,0.5000,1,1.12967,0.14985,14.86,-6.1198
284,31,fast,40,250,0.44,0,5,0.6250,1,1.12567,0.14548,14.71,-6.1467
285,31,fast,40,300,0.44,0,6,0.7500,1,1.12447,0.14368,14.67,-6.1869
286,31,fast,40,350,0.44,0,7,0.8750,1,1.12709,0.14676,14.77,-6.1128
287,31,fast,40,400,0.44,0,8,1.0000,1,1.12530,0.14472,14.71,-6.0928
288,32,fast,40,0,0.44,0,0,0.0000,1,1.13268,0.15276,14.98,-6.7380
289,32,fast,40,50,0.44,0,1,0.1250,1,1.12486,0.14547,14.68,-6.0471
290,32,fast,40,100,0.44,0,2,0.2500,1,1.12397,0.14317,14.66,-6.0456
291,32,fast,40,150,0.44,0,3,0.3750,1,1.12527,0.14537,14.69,-6.0699
292,32,fast,40,200,0.44,0,4,0.5000,1,1.12787,0.14748,14.81,-6.0696
293,32,fast,40,250,0.44,0,5,0.6250,1,1.12707,0.14710,14.77,-6.1376
294,32,fast,40,300,0.44,0,6,0.7500,1,1.12614,0.14567,14.73,-6.0726
295,32,fast,40,350,0.44,0,7,0.8750,1,1.12237,0.14085,14.61,-6.1822
296,32,fast,40,400,0.44,0,8,1.0000,1,1.12756,0.14689,14.80,-6.1205
297,33,fast,40,0,0.44,0,0,0.0000,1,1.12229,0.14393,14.51,-6.0481
298,33,fast,40,50,0.44,0,1,0.1250,1,1.12634,0.14601,14.74,-6.1631
299,33,fast,40,100,0.44,0,2,0.2500,1,1.12822,0.14741,14.83,-6.0962
