idx,glass_id,cooling_type,cooling_chunks,fatigue_cycles,t_battery,label_cooling,label_fatigue,label_fatigue_cont,sample_passed,mean_bond,std_bond,mean_coord,energy
32,3,fast,40,250,0.35,0,5,0.6250,1,1.13379,0.15769,14.90,-6.4557
33,3,fast,40,300,0.35,0,6,0.7500,1,1.13461,0.15822,14.94,-6.5936
34,3,fast,40,350,0.35,0,7,0.8750,1,1.13382,0.15755,14.91,-6.5055
35,3,fast,40,400,0.35,0,8,1.0000,1,1.13525,0.15903,14.96,-6.4899
36,4,fast,40,0,0.35,0,0,0.0000,1,1.12026,0.14157,14.45,-5.9982
37,4,fast,40,50,0.35,0,1,0.1250,1,1.11989,0.13958,14.50,-5.7182
38,4,fast,40,100,0.35,0,2,0.2500,1,1.12058,0.14029,14.52,-6.1540
39,4,fast,40,150,0.35,0,3,0.3750,1,1.11929,0.13799,14.48,-6.2010
40,4,fast,40,200,0.35,0,4,0.5000,1,1.12237,0.14234,14.59,-6.2709
41,4,fast,40,250,0.35,0,5,0.6250,1,1.11925,0.13749,14.48,-6.3232
42,4,fast,40,300,0.35,0,6,0.7500,1,1.12149,0.14036,14.55,-6.3392
43,4,fast,40,350,0.35,0,7,0.8750,1,1.12176,0.14035,14.58,-6.3000
44,4,fast,40,400,0.35,0,8,1.0000,1,1.12110,0.13977,14.55,-6.3491
45,5,fast,40,0,0.35,0,0,0.0000,1,1.12397,0.14632,14.58,-6.0722
46,5,fast,40,50,0.35,0,1,0.1250,1,1.14031,0.16525,15.15,-6.2501
47,5,fast,40,100,0.35,0,2,0.2500,1,1.14255,0.16770,15.23,-6.3562
48,5,fast,40,150,0.35,0,3,0.3750,1,1.14095,0.16647,15.15,-6.4141
49,5,fast,40,200,0.35,0,4,0.5000,1,1.14241,0.16768,15.19,-6.3614
50,5,fast,40,250,0.35,0,5,0.6250,1,1.14381,0.16884,15.26,-6.4032
51,5,fast,40,300,0.35,0,6,0.7500,1,1.14067,0.16580,15.14,-6.3672
52,5,fast,40,350,0.35,0,7,0.8750,1,1.14479,0.16975,15.30,-6.3321
53,5,fast,40,400,0.35,0,8,1.0000,1,1.14499,0.16986,15.30,-6.3428
54,6,fast,40,0,0.35,0,0,0.0000,1,1.12427,0.14601,14.59,-6.0447
55,6,fast,40,50,0.35,0,1,0.1250,1,1.12337,0.14606,14.55,-5.6210
56,6,fast,40,100,0.35,0,2,0.2500,1,1.12808,0.15132,14.71,-5.5814
57,6,fast,40,150,0.35,0,3,0.3750,1,1.12489,0.14799,14.60,-5.6044
58,6,fast,40,200,0.35,0,4,0.5000,1,1.12465,0.14791,14.59,-5.5912
59,6,fast,40,250,0.35,0,5,0.6250,1,1.12740,0.15008,14.70,-5.5821
60,6,fast,40,300,0.35,0,6,0.7500,1,1.13073,0.15539,14.81,-6.0089
61,6,fast,40,350,0.35,0,7,0.8750,1,1.13339,0.15813,14.88,-6.2147
62,6,fast,40,400,0.35,0,8,1.0000,1,1.12929,0.15336,14.75,-6.2683
63,7,fast,40,0,0.35,0,0,0.0000,1,1.12208,0.14683,14.46,-5.9691
64,7,fast,40,50,0.35,0,1,0.1250,1,1.13277,0.15371,14.98,-6.1616
65,7,fast,40,100,0.35,0,2,0.2500,1,1.12916,0.15027,14.83,-6.2711
66,7,fast,40,150,0.35,0,3,0.3750,1,1.13066,0.15128,14.91,-6.2826
67,7,fast,40,200,0.35,0,4,0.5000,1,1.13014,0.15033,14.89,-6.2437
68,7,fast,40,250,0.35,0,5,0.6250,1,1.12930,0.14971,14.85,-6.2894
69,7,fast,40,300,0.35,0,6,0.7500,1,1.12579,0.14465,14.73,-6.3188
70,7,fast,40,350,0.35,0,7,0.8750,1,1.12958,0.14926,14.88,-6.3301
71,7,fast,40,400,0.35,0,8,1.0000,1,1.12531,0.14482,14.70,-6.2865
72,8,fast,40,0,0.35,0,0,0.0000,1,1.12010,0.14275,14.41,-6.0357
73,8,fast,40,50,0.35,0,1,0.1250,1,1.11957,0.14250,14.40,-5.5632
74,8,fast,40,100,0.35,0,2,0.2500,1,1.12073,0.14424,14.44,-5.5502
75,8,fast,40,150,0.35,0,3,0.3750,1,1.12294,0.14700,14.51,-5.5133
76,8,fast,40,200,0.35,0,4,0.5000,1,1.12158,0.14482,14.48,-5.5588
77,8,fast,40,250,0.35,0,5,0.6250,1,1.12393,0.14622,14.59,-5.6833
78,8,fast,40,300,0.35,0,6,0.7500,1,1.13262,0.15550,14.91,-6.3517
79,8,fast,40,350,0.35,0,7,0.8750,1,1.12888,0.14950,14.81,-6.3716
80,8,fast,40,400,0.35,0,8,1.0000,1,1.13177,0.15288,14.91,-6.3507
81,9,fast,40,0,0.35,0,0,0.0000,1,1.12377,0.14439,14.61,-6.5038
82,9,fast,40,50,0.35,0,1,0.1250,1,1.12664,0.14533,14.77,-6.2782
83,9,fast,40,100,0.35,0,2,0.2500,1,1.12750,0.14721,14.79,-6.3178
84,9,fast,40,150,0.35,0,3,0.3750,1,1.12338,0.14181,14.65,-6.2935
85,9,fast,40,200,0.35,0,4,0.5000,1,1.12485,0.14462,14.67,-6.3328
86,9,fast,40,250,0.35,0,5,0.6250,1,1.12839,0.14791,14.83,-6.3105
87,9,fast,40,300,0.35,0,6,0.7500,1,1.12780,0.14808,14.78,-6.2955
88,9,fast,40,350,0.35,0,7,0.8750,1,1.12562,0.14437,14.73,-6.2904
89,9,fast,40,400,0.35,0,8,1.0000,1,1.12662,0.14649,14.74,-6.2700
90,10,fast,40,0,0.35,0,0,0.0000,1,1.12648,0.15017,14.63,-5.9217
91,10,fast,40,50,0.35,0,1,0.1250,1,1.12425,0.14653,14.59,-5.6856
92,10,fast,40,100,0.35,0,2,0.2500,1,1.12811,0.15084,14.74,-5.7164
93,10,fast,40,150,0.35,0,3,0.3750,1,1.12722,0.15094,14.69,-5.6572
94,10,fast,40,200,0.35,0,4,0.5000,1,1.12532,0.14859,14.62,-5.7646
95,10,fast,40,250,0.35,0,5,0.6250,1,1.12595,0.14927,14.64,-5.7060
96,10,fast,40,300,0.35,0,6,0.7500,1,1.12372,0.14677,14.56,-5.7545
97,10,fast,40,350,0.35,0,7,0.8750,1,1.12393,0.14727,14.56,-5.7194
98,10,fast,40,400,0.35,0,8,1.0000,1,1.12541,0.14846,14.62,-5.6923
99,11,fast,40,0,0.35,0,0,0.0000,1,1.12257,0.14553,14.50,-6.0006
100,11,fast,40,50,0.35,0,1,0.1250,1,1.12140,0.14392,14.48,-5.4808
101,11,fast,40,100,0.35,0,2,0.2500,1,1.12364,0.14668,14.55,-5.4939
102,11,fast,40,150,0.35,0,3,0.3750,1,1.12007,0.14225,14.45,-5.4596
103,11,fast,40,200,0.35,0,4,0.5000,1,1.12677,0.14649,14.76,-6.1709
104,11,fast,40,250,0.35,0,5,0.6250,1,1.12261,0.14266,14.59,-6.1728
105,11,fast,40,300,0.35,0,6,0.7500,1,1.12538,0.14606,14.69,-6.2150
106,11,fast,40,350,0.35,0,7,0.8750,1,1.12343,0.14304,14.63,-6.1235
107,11,fast,40,400,0.35,0,8,1.0000,1,1.12839,0.14998,14.79,-6.2147
108,12,fast,40,0,0.35,0,0,0.0000,1,1.12928,0.14945,14.85,-6.7497
109,12,fast,40,50,0.35,0,1,0.1250,1,1.11902,0.13719,14.48,-6.2096
110,12,fast,40,100,0.35,0,2,0.2500,1,1.12742,0.14826,14.77,-6.3153
111,12,fast,40,150,0.35,0,3,0.3750,1,1.12880,0.14893,14.84,-6.2787
112,12,fast,40,200,0.35,0,4,0.5000,1,1.12498,0.14513,14.69,-6.1801
113,12,fast,40,250,0.35,0,5,0.6250,1,1.13395,0.15437,15.03,-6.2320
114,12,fast,40,300,0.35,0,6,0.7500,1,1.12638,0.14685,14.73,-6.2894
115,12,fast,40,350,0.35,0,7,0.8750,1,1.12672,0.14686,14.74,-6.3129
116,12,fast,40,400,0.35,0,8,1.0000,1,1.13102,0.15122,14.94,-6.3260
117,13,fast,40,0,0.35,0,0,0.0000,1,1.12286,0.14611,14.51,-5.9784
118,13,fast,40,50,0.35,0,1,0.1250,1,1.12275,0.14562,14.53,-5.5304
119,13,fast,40,100,0.35,0,2,0.2500,1,1.12616,0.14855,14.66,-5.9582
120,13,fast,40,150,0.35,0,3,0.3750,1,1.12707,0.14928,14.70,-5.8195
121,13,fast,40,200,0.35,0,4,0.5000,1,1.12729,0.14940,14.71,-5.8509
122,13,fast,40,250,0.35,0,5,0.6250,1,1.12725,0.15022,14.70,-5.7954
123,13,fast,40,300,0.35,0,6,0.7500,1,1.12432,0.14656,14.59,-5.8250
124,13,fast,40,350,0.35,0,7,0.8750,1,1.12751,0.14867,14.75,-5.9909
125,13,fast,40,400,0.35,0,8,1.0000,1,1.12387,0.14487,14.59,-5.9922
126,14,fast,40,0,0.35,0,0,0.0000,1,1.12435,0.14779,14.56,-5.9624
127,14,fast,40,50,0.35,0,1,0.1250,1,1.13242,0.15410,14.94,-6.1168
128,14,fast,40,100,0.35,0,2,0.2500,1,1.13413,0.15608,14.98,-6.1575
129,14,fast,40,150,0.35,0,3,0.3750,1,1.13256,0.15412,14.94,-6.1127
130,14,fast,40,200,0.35,0,4,0.5000,1,1.13598,0.15759,15.07,-6.1439
131,14,fast,40,250,0.35,0,5,0.6250,1,1.13469,0.15605,15.03,-6.1299
132,14,fast,40,300,0.35,0,6,0.7500,1,1.13594,0.15764,15.06,-6.1442
133,14,fast,40,350,0.35,0,7,0.8750,1,1.13645,0.15767,15.11,-6.1084
134,14,fast,40,400,0.35,0,8,1.0000,1,1.13590,0.15794,15.05,-6.1198
135,15,fast,40,0,0.35,0,0,0.0000,1,1.11901,0.14027,14.41,-6.0110
136,15,fast,40,50,0.35,0,1,0.1250,1,1.12373,0.14647,14.58,-5.5228
137,15,fast,40,100,0.35,0,2,0.2500,1,1.12182,0.14463,14.50,-5.5371
138,15,fast,40,150,0.35,0,3,0.3750,1,1.12431,0.14738,14.59,-5.6331
139,15,fast,40,200,0.35,0,4,0.5000,1,1.12168,0.14218,14.55,-5.8032
140,15,fast,40,250,0.35,0,5,0.6250,1,1.12826,0.15053,14.75,-6.2003
141,15,fast,40,300,0.35,0,6,0.7500,1,1.13339,0.15443,14.98,-6.1208
142,15,fast,40,350,0.35,0,7,0.8750,1,1.12822,0.15021,14.76,-6.2247
143,15,fast,40,400,0.35,0,8,1.0000,1,1.12779,0.14893,14.75,-6.2256
144,16,fast,40,0,0.35,0,0,0.0000,1,1.12415,0.14710,14.55,-5.9530
145,16,fast,40,50,0.35,0,1,0.1250,1,1.13596,0.15948,14.99,-6.6105
146,16,fast,40,100,0.35,0,2,0.2500,1,1.13577,0.15920,14.99,-6.4454
147,16,fast,40,150,0.35,0,3,0.3750,1,1.13365,0.15766,14.89,-6.5174
148,16,fast,40,200,0.35,0,4,0.5000,1,1.13808,0.16132,15.08,-6.4867
149,16,fast,40,250,0.35,0,5,0.6250,1,1.13575,0.15914,14.99,-6.5549
150,16,fast,40,300,0.35,0,6,0.7500,1,1.13513,0.15848,14.96,-6.5573
151,16,fast,40,350,0.35,0,7,0.8750,1,1.13557,0.15861,14.98,-6.5440
152,16,fast,40,400,0.35,0,8,1.0000,1,1.13776,0.16119,15.06,-6.5443
153,17,fast,40,0,0.35,0,0,0.0000,1,1.12082,0.14340,14.45,-6.0478
154,17,fast,40,50,0.35,0,1,0.1250,1,1.12330,0.14632,14.55,-5.5028
155,17,fast,40,100,0.35,0,2,0.2500,1,1.12379,0.14725,14.55,-5.5188
156,17,fast,40,150,0.35,0,3,0.3750,1,1.12262,0.14619,14.52,-5.4763
157,17,fast,40,200,0.35,0,4,0.5000,1,1.12521,0.14879,14.60,-5.5290
158,17,fast,40,250,0.35,0,5,0.6250,1,1.12527,0.14618,14.66,-5.6976
159,17,fast,40,300,0.35,0,6,0.7500,1,1.12292,0.14418,14.57,-5.6042
160,17,fast,40,350,0.35,0,7,0.8750,1,1.12148,0.14283,14.50,-5.6815
161,17,fast,40,400,0.35,0,8,1.0000,1,1.12472,0.14592,14.64,-5.5835
162,18,fast,40,0,0.35,0,0,0.0000,1,1.12030,0.14005,14.48,-6.0790
163,18,fast,40,50,0.35,0,1,0.1250,1,1.13384,0.15822,14.92,-6.3533
164,18,fast,40,100,0.35,0,2,0.2500,1,1.14580,0.17117,15.34,-6.4322
165,18,fast,40,150,0.35,0,3,0.3750,1,1.14421,0.16970,15.29,-6.3832
166,18,fast,40,200,0.35,0,4,0.5000,1,1.13503,0.15849,14.98,-6.3515
167,18,fast,40,250,0.35,0,5,0.6250,1,1.13481,0.15896,14.96,-6.4547
168,18,fast,40,300,0.35,0,6,0.7500,1,1.14056,0.16526,15.17,-6.4197
169,18,fast,40,350,0.35,0,7,0.8750,1,1.13754,0.16217,15.05,-6.4285
170,18,fast,40,400,0.35,0,8,1.0000,1,1.13916,0.16247,15.15,-6.4155
171,19,fast,40,0,0.35,0,0,0.0000,1,1.12348,0.14735,14.52,-5.9693
172,19,fast,40,50,0.35,0,1,0.1250,1,1.12379,0.14645,14.57,-5.5402
173,19,fast,40,100,0.35,0,2,0.2500,1,1.12527,0.14887,14.60,-5.5190
174,19,fast,40,150,0.35,0,3,0.3750,1,1.12309,0.14672,14.54,-5.5594
175,19,fast,40,200,0.35,0,4,0.5000,1,1.12436,0.14719,14.59,-5.5508
176,19,fast,40,250,0.35,0,5,0.6250,1,1.12080,0.14402,14.45,-5.4373
177,19,fast,40,300,0.35,0,6,0.7500,1,1.12448,0.14801,14.58,-5.4572
178,19,fast,40,350,0.35,0,7,0.8750,1,1.12523,0.14884,14.61,-5.5151
179,19,fast,40,400,0.35,0,8,1.0000,1,1.12417,0.14731,14.59,-5.4671
180,20,fast,40,0,0.35,0,0,0.0000,1,1.11468,0.12910,14.37,-6.5911
181,20,fast,40,50,0.35,0,1,0.1250,1,1.11854,0.13605,14.48,-6.2701
182,20,fast,40,100,0.35,0,2,0.2500,1,1.11535,0.13197,14.38,-6.2163
183,20,fast,40,150,0.35,0,3,0.3750,1,1.11569,0.13228,14.38,-6.2069
184,20,fast,40,200,0.35,0,4,0.5000,1,1.12185,0.14041,14.59,-6.2448
185,20,fast,40,250,0.35,0,5,0.6250,1,1.11306,0.12852,14.29,-6.2903
186,20,fast,40,300,0.35,0,6,0.7500,1,1.11780,0.13585,14.44,-6.2227
187,20,fast,40,350,0.35,0,7,0.8750,1,1.12691,0.14616,14.77,-6.3802
188,20,fast,40,400,0.35,0,8,1.0000,1,1.12444,0.14398,14.66,-6.2903
189,21,fast,40,0,0.35,0,0,0.0000,1,1.12634,0.14871,14.66,-6.0573
190,21,fast,40,50,0.35,0,1,0.1250,1,1.12257,0.14490,14.52,-5.5274
191,21,fast,40,100,0.35,0,2,0.2500,1,1.12184,0.14392,14.51,-5.6328
192,21,fast,40,150,0.35,0,3,0.3750,1,1.12584,0.14859,14.65,-5.5684
193,21,fast,40,200,0.35,0,4,0.5000,1,1.12302,0.14331,14.60,-6.1581
194,21,fast,40,250,0.35,0,5,0.6250,1,1.13045,0.15127,14.89,-6.2244
195,21,fast,40,300,0.35,0,6,0.7500,1,1.12546,0.14446,14.72,-6.3290
196,21,fast,40,350,0.35,0,7,0.8750,1,1.12612,0.14591,14.73,-6.3053
197,21,fast,40,400,0.35,0,8,1.0000,1,1.12693,0.14651,14.77,-6.2959
198,22,fast,40,0,0.35,0,0,0.0000,1,1.11843,0.13912,14.40,-6.0925
199,22,fast,40,50,0.35,0,1,0.1250,1,1.12089,0.14355,14.46,-5.5385
200,22,fast,40,100,0.35,0,2,0.2500,1,1.12083,0.14330,14.46,-5.5365
201,22,fast,40,150,0.35,0,3,0.3750,1,1.12017,0.14213,14.45,-5.6187
202,22,fast,40,200,0.35,0,4,0.5000,1,1.12586,0.14728,14.68,-5.6905
203,22,fast,40,250,0.35,0,5,0.6250,1,1.13508,0.15998,14.98,-6.1794
204,22,fast,40,300,0.35,0,6,0.7500,1,1.13704,0.16289,15.04,-6.1214
205,22,fast,40,350,0.35,0,7,0.8750,1,1.13481,0.16018,14.97,-6.1826
206,22,fast,40,400,0.35,0,8,1.0000,1,1.13567,0.16131,14.98,-6.2150
207,23,fast,40,0,0.35,0,0,0.0000,1,1.12679,0.14998,14.66,-5.9882
208,23,fast,40,50,0.35,0,1,0.1250,1,1.12918,0.14982,14.85,-6.3079
209,23,fast,40,100,0.35,0,2,0.2500,1,1.13058,0.15101,14.89,-6.2250
210,23,fast,40,150,0.35,0,3,0.3750,1,1.13084,0.15138,14.91,-6.2621
211,23,fast,40,200,0.35,0,4,0.5000,1,1.12599,0.14560,14.73,-6.2962
212,23,fast,40,250,0.35,0,5,0.6250,1,1.12511,0.14449,14.70,-6.2984
213,23,fast,40,300,0.35,0,6,0.7500,1,1.12894,0.14851,14.84,-6.3195
214,23,fast,40,350,0.35,0,7,0.8750,1,1.12691,0.14613,14.77,-6.3601
215,23,fast,40,400,0.35,0,8,1.0000,1,1.12616,0.14509,14.75,-6.2903
216,24,fast,40,0,0.35,0,0,0.0000,1,1.12394,0.14646,14.58,-6.0123
217,24,fast,40,50,0.35,0,1,0.1250,1,1.10992,0.12627,14.16,-5.9210
218,24,fast,40,100,0.35,0,2,0.2500,1,1.11240,0.12969,14.26,-5.9210
219,24,fast,40,150,0.35,0,3,0.3750,1,1.11177,0.12875,14.23,-5.9285
220,24,fast,40,200,0.35,0,4,0.5000,1,1.11214,0.12906,14.25,-5.8782
221,24,fast,40,250,0.35,0,5,0.6250,1,1.11301,0.13141,14.25,-5.9094
222,24,fast,40,300,0.35,0,6,0.7500,1,1.11222,0.12909,14.25,-5.8991
223,24,fast,40,350,0.35,0,7,0.8750,1,1.11443,0.13262,14.31,-5.9138
224,24,fast,40,400,0.35,0,8,1.0000,1,1.11492,0.13268,14.35,-5.8354
225,25,fast,40,0,0.35,0,0,0.0000,1,1.10353,0.11251,14.04,-6.6019
226,25,fast,40,50,0.35,0,1,0.1250,1,1.12392,0.14360,14.67,-6.2133
227,25,fast,40,100,0.35,0,2,0.2500,1,1.12094,0.13924,14.59,-6.1886
228,25,fast,40,150,0.35,0,3,0.3750,1,1.12992,0.14966,14.89,-6.2288
229,25,fast,40,200,0.35,0,4,0.5000,1,1.12479,0.14348,14.72,-6.2063
230,25,fast,40,250,0.35,0,5,0.6250,1,1.11851,0.13597,14.48,-6.2071
231,25,fast,40,300,0.35,0,6,0.7500,1,1.13168,0.15193,14.94,-6.2071
232,25,fast,40,350,0.35,0,7,0.8750,1,1.12979,0.14994,14.88,-6.2534
233,25,fast,40,400,0.35,0,8,1.0000,1,1.13173,0.15150,14.95,-6.2588
234,26,fast,40,0,0.35,0,0,0.0000,1,1.11981,0.14198,14.42,-6.0329
235,26,fast,40,50,0.35,0,1,0.1250,1,1.13236,0.15283,14.97,-6.2507
236,26,fast,40,100,0.35,0,2,0.2500,1,1.12936,0.14960,14.86,-6.2272
237,26,fast,40,150,0.35,0,3,0.3750,1,1.12679,0.14675,14.75,-6.2842
238,26,fast,40,200,0.35,0,4,0.5000,1,1.12649,0.14562,14.77,-6.2722
239,26,fast,40,250,0.35,0,5,0.6250,1,1.12824,0.14761,14.82,-6.3528
240,26,fast,40,300,0.35,0,6,0.7500,1,1.12894,0.14840,14.85,-6.3246
241,26,fast,40,350,0.35,0,7,0.8750,1,1.12413,0.14307,14.67,-6.3384
242,26,fast,40,400,0.35,0,8,1.0000,1,1.12251,0.14112,14.61,-6.3311
243,27,fast,40,0,0.35,0,0,0.0000,1,1.12613,0.14807,14.68,-6.1622
244,27,fast,40,50,0.35,0,1,0.1250,1,1.13360,0.15669,14.95,-6.1818
245,27,fast,40,100,0.35,0,2,0.2500,1,1.13519,0.15815,15.01,-6.1710
246,27,fast,40,150,0.35,0,3,0.3750,1,1.13417,0.15739,14.95,-6.2569
247,27,fast,40,200,0.35,0,4,0.5000,1,1.13360,0.15647,14.94,-6.2183
248,27,fast,40,250,0.35,0,5,0.6250,1,1.13434,0.15753,14.96,-6.2117
249,27,fast,40,300,0.35,0,6,0.7500,1,1.13080,0.15349,14.84,-6.2558
250,27,fast,40,350,0.35,0,7,0.8750,1,1.13510,0.15808,14.99,-6.2603
251,27,fast,40,400,0.35,0,8,1.0000,1,1.13495,0.15747,15.01,-6.2635
252,28,fast,40,0,0.35,0,0,0.0000,1,1.11483,0.13344,14.30,-6.2027
253,28,fast,40,50,0.35,0,1,0.1250,1,1.13063,0.15160,14.91,-6.2560
254,28,fast,40,100,0.35,0,2,0.2500,1,1.13425,0.15507,15.05,-6.2144
255,28,fast,40,150,0.35,0,3,0.3750,1,1.13211,0.15167,14.98,-6.3314
256,28,fast,40,200,0.35,0,4,0.5000,1,1.13253,0.15370,14.95,-6.2835
257,28,fast,40,250,0.35,0,5,0.6250,1,1.13488,0.15623,15.04,-6.3130
258,28,fast,40,300,0.35,0,6,0.7500,1,1.13106,0.15204,14.91,-6.2272
259,28,fast,40,350,0.35,0,7,0.8750,1,1.13080,0.15193,14.90,-6.2407
260,28,fast,40,400,0.35,0,8,1.0000,1,1.13221,0.15288,14.95,-6.3068
261,29,fast,40,0,0.35,0,0,0.0000,1,1.12801,0.15093,14.70,-5.9251
262,29,fast,40,50,0.35,0,1,0.1250,1,1.12325,0.14091,14.65,-6.0099
263,29,fast,40,100,0.35,0,2,0.2500,1,1.12183,0.13790,14.62,-6.0581
264,29,fast,40,150,0.35,0,3,0.3750,1,1.13044,0.14806,14.96,-5.9859
265,29,fast,40,200,0.35,0,4,0.5000,1,1.12191,0.13813,14.64,-6.0426
266,29,fast,40,250,0.35,0,5,0.6250,1,1.12608,0.14314,14.79,-6.0873
267,29,fast,40,300,0.35,0,6,0.7500,1,1.12804,0.14529,14.87,-6.0678
268,29,fast,40,350,0.35,0,7,0.8750,1,1.12521,0.14201,14.76,-6.0923
269,29,fast,40,400,0.35,0,8,1.0000,1,1.12560,0.14231,14.78,-5.9898
270,30,fast,40,0,0.35,0,0,0.0000,1,1.11646,0.13269,14.42,-6.7162
271,30,fast,40,50,0.35,0,1,0.1250,1,1.12731,0.14744,14.77,-6.2827
272,30,fast,40,100,0.35,0,2,0.2500,1,1.12982,0.14918,14.89,-6.2746
273,30,fast,40,150,0.35,0,3,0.3750,1,1.12307,0.14163,14.63,-6.3383
274,30,fast,40,200,0.35,0,4,0.5000,1,1.12707,0.14660,14.77,-6.2438
275,30,fast,40,250,0.35,0,5,0.6250,1,1.12949,0.14912,14.87,-6.3593
276,30,fast,40,300,0.35,0,6,0.7500,1,1.12559,0.14496,14.72,-6.2311
277,30,fast,40,350,0.35,0,7,0.8750,1,1.12748,0.14681,14.79,-6.3225
278,30,fast,40,400,0.35,0,8,1.0000,1,1.12623,0.14569,14.74,-6.2706
279,31,fast,40,0,0.35,0,0,0.0000,1,1.12948,0.15345,14.73,-6.0493
280,31,fast,40,50,0.35,0,1,0.1250,1,1.12565,0.14542,14.70,-6.3189
281,31,fast,40,100,0.35,0,2,0.2500,1,1.12833,0.14804,14.81,-6.2692
282,31,fast,40,150,0.35,0,3,0.3750,1,1.12618,0.14575,14.73,-6.3111
283,31,fast,40,200,0.35,0,4,0.5000,1,1.12541,0.14451,14.72,-6.2466
284,31,fast,40,250,0.35,0,5,0.6250,1,1.12868,0.14878,14.82,-6.2807
285,31,fast,40,300,0.35,0,6,0.7500,1,1.12578,0.14471,14.73,-6.3556
286,31,fast,40,350,0.35,0,7,0.8750,1,1.12703,0.14701,14.76,-6.2527
287,31,fast,40,400,0.35,0,8,1.0000,1,1.12810,0.14754,14.81,-6.2584
288,32,fast,40,0,0.35,0,0,0.0000,1,1.12647,0.14949,14.66,-5.9604
289,32,fast,40,50,0.35,0,1,0.1250,1,1.13208,0.15856,14.81,-6.0793
290,32,fast,40,100,0.35,0,2,0.2500,1,1.12892,0.15548,14.72,-6.0235
291,32,fast,40,150,0.35,0,3,0.3750,1,1.13043,0.15729,14.74,-6.0451
292,32,fast,40,200,0.35,0,4,0.5000,1,1.13548,0.15943,14.95,-6.5740
293,32,fast,40,250,0.35,0,5,0.6250,1,1.13326,0.15730,14.87,-6.5220
294,32,fast,40,300,0.35,0,6,0.7500,1,1.13441,0.15815,14.92,-6.5293
295,32,fast,40,350,0.35,0,7,0.8750,1,1.13578,0.15984,14.97,-6.5393
296,32,fast,40,400,0.35,0,8,1.0000,1,1.13259,0.15659,14.85,-6.5049
297,33,fast,40,0,0.35,0,0,0.0000,1,1.12624,0.14865,14.66,-6.0591
298,33,fast,40,50,0.35,0,1,0.1250,1,1.13522,0.16035,14.97,-5.8178
299,33,fast,40,100,0.35,0,2,0.2500,1,1.14714,0.17352,15.39,-6.0921
