idx,glass_id,cooling_type,fatigue_cycles,t_battery,label_cooling,label_fatigue,label_fatigue_cont,sample_passed,mean_bond,std_bond,energy
208,17,fast,20,0.4,0,4,0.1000,1,1.12593,0.14940,-5.5568
209,17,fast,30,0.4,0,5,0.1500,1,1.12630,0.14995,-5.7281
210,17,fast,40,0.4,0,6,0.2000,1,1.12919,0.15347,-5.8574
211,17,fast,50,0.4,0,7,0.2500,1,1.12942,0.15274,-5.8301
212,17,fast,75,0.4,0,8,0.3750,1,1.12881,0.15250,-5.7847
213,17,fast,100,0.4,0,9,0.5000,1,1.13076,0.15436,-5.7870
214,17,fast,150,0.4,0,10,0.7500,1,1.12970,0.15399,-5.7752
215,17,fast,200,0.4,0,11,1.0000,1,1.12843,0.15187,-5.8465
216,18,fast,0,0.4,0,0,0.0000,1,1.12503,0.14426,-6.4201
217,18,fast,5,0.4,0,1,0.0250,1,1.13464,0.16005,-5.9811
218,18,fast,10,0.4,0,2,0.0500,1,1.13565,0.16181,-5.9004
219,18,fast,15,0.4,0,3,0.0750,1,1.13335,0.15936,-6.0064
220,18,fast,20,0.4,0,4,0.1000,1,1.13826,0.16433,-6.0711
221,18,fast,30,0.4,0,5,0.1500,1,1.13541,0.15901,-6.3868
222,18,fast,40,0.4,0,6,0.2000,1,1.13459,0.15846,-6.2996
223,18,fast,50,0.4,0,7,0.2500,1,1.13448,0.15784,-6.4578
224,18,fast,75,0.4,0,8,0.3750,1,1.13378,0.15695,-6.4530
225,18,fast,100,0.4,0,9,0.5000,1,1.13163,0.15511,-6.4278
226,18,fast,150,0.4,0,10,0.7500,1,1.13133,0.15516,-6.4727
227,18,fast,200,0.4,0,11,1.0000,1,1.13718,0.16026,-6.4684
228,19,fast,0,0.4,0,0,0.0000,1,1.12185,0.14333,-6.0309
229,19,fast,5,0.4,0,1,0.0250,1,1.12017,0.14294,-5.3315
230,19,fast,10,0.4,0,2,0.0500,1,1.12445,0.14616,-5.3828
231,19,fast,15,0.4,0,3,0.0750,1,1.12485,0.14772,-5.3311
232,19,fast,20,0.4,0,4,0.1000,1,1.12384,0.14591,-5.4393
233,19,fast,30,0.4,0,5,0.1500,1,1.12158,0.14304,-5.5234
234,19,fast,40,0.4,0,6,0.2000,1,1.12485,0.14655,-5.6485
235,19,fast,50,0.4,0,7,0.2500,1,1.12189,0.14443,-5.6171
236,19,fast,75,0.4,0,8,0.3750,1,1.12490,0.14650,-5.6727
237,19,fast,100,0.4,0,9,0.5000,1,1.12519,0.14768,-5.6591
238,19,fast,150,0.4,0,10,0.7500,1,1.12398,0.14524,-5.5727
239,19,fast,200,0.4,0,11,1.0000,1,1.12569,0.14701,-5.6628
240,20,fast,0,0.4,0,0,0.0000,1,1.12553,0.14971,-5.9236
241,20,fast,5,0.4,0,1,0.0250,1,1.12660,0.15142,-5.3499
242,20,fast,10,0.4,0,2,0.0500,1,1.12682,0.14671,-6.1001
243,20,fast,15,0.4,0,3,0.0750,1,1.12974,0.15088,-6.1171
244,20,fast,20,0.4,0,4,0.1000,1,1.12874,0.14870,-6.1536
245,20,fast,30,0.4,0,5,0.1500,1,1.13229,0.15344,-6.1225
246,20,fast,40,0.4,0,6,0.2000,1,1.12853,0.14947,-6.0888
247,20,fast,50,0.4,0,7,0.2500,1,1.13213,0.15314,-6.1041
248,20,fast,75,0.4,0,8,0.3750,1,1.12445,0.14408,-6.1425
249,20,fast,100,0.4,0,9,0.5000,1,1.12720,0.14742,-6.2209
250,20,fast,150,0.4,0,10,0.7500,1,1.12070,0.13901,-6.1454
251,20,fast,200,0.4,0,11,1.0000,1,1.11661,0.13348,-6.1340
252,21,fast,0,0.4,0,0,0.0000,1,1.12140,0.14448,-5.9955
253,21,fast,5,0.4,0,1,0.0250,1,1.12296,0.14837,-5.2374
254,21,fast,10,0.4,0,2,0.0500,1,1.12653,0.14951,-5.4093
255,21,fast,15,0.4,0,3,0.0750,1,1.12374,0.14624,-5.3948
256,21,fast,20,0.4,0,4,0.1000,1,1.12255,0.14462,-5.5184
257,21,fast,30,0.4,0,5,0.1500,1,1.12089,0.14335,-5.5351
258,21,fast,40,0.4,0,6,0.2000,1,1.12765,0.14858,-6.1547
259,21,fast,50,0.4,0,7,0.2500,1,1.13405,0.15494,-6.1795
260,21,fast,75,0.4,0,8,0.3750,1,1.12461,0.14462,-6.1433
261,21,fast,100,0.4,0,9,0.5000,1,1.13330,0.15393,-6.1581
262,21,fast,150,0.4,0,10,0.7500,1,1.12412,0.14346,-6.2311
263,21,fast,200,0.4,0,11,1.0000,1,1.12564,0.14476,-6.1833
264,22,fast,0,0.4,0,0,0.0000,1,1.12794,0.15137,-5.9700
265,22,fast,5,0.4,0,1,0.0250,1,1.11492,0.13332,-5.9434
266,22,fast,10,0.4,0,2,0.0500,1,1.12153,0.14240,-6.0356
267,22,fast,15,0.4,0,3,0.0750,1,1.13043,0.15160,-6.1180
268,22,fast,20,0.4,0,4,0.1000,1,1.12125,0.14075,-6.1643
269,22,fast,30,0.4,0,5,0.1500,1,1.12808,0.14848,-6.0732
270,22,fast,40,0.4,0,6,0.2000,1,1.12724,0.14749,-6.1103
271,22,fast,50,0.4,0,7,0.2500,1,1.12698,0.14712,-6.1218
272,22,fast,75,0.4,0,8,0.3750,1,1.12760,0.14746,-6.0841
273,22,fast,100,0.4,0,9,0.5000,1,1.11355,0.12979,-6.1089
274,22,fast,150,0.4,0,10,0.7500,1,1.11818,0.13491,-6.1186
275,22,fast,200,0.4,0,11,1.0000,1,1.11488,0.13058,-6.1508
276,23,fast,0,0.4,0,0,0.0000,1,1.12400,0.14667,-6.0254
277,23,fast,5,0.4,0,1,0.0250,1,1.12415,0.14704,-5.3647
278,23,fast,10,0.4,0,2,0.0500,1,1.12717,0.15076,-5.3197
279,23,fast,15,0.4,0,3,0.0750,1,1.12456,0.14773,-5.4054
280,23,fast,20,0.4,0,4,0.1000,1,1.12855,0.14864,-6.2264
281,23,fast,30,0.4,0,5,0.1500,1,1.12945,0.14975,-6.1846
282,23,fast,40,0.4,0,6,0.2000,1,1.12849,0.14945,-6.2920
283,23,fast,50,0.4,0,7,0.2500,1,1.13281,0.15526,-6.2981
284,23,fast,75,0.4,0,8,0.3750,1,1.13118,0.15319,-6.2335
285,23,fast,100,0.4,0,9,0.5000,1,1.12849,0.14911,-6.2248
286,23,fast,150,0.4,0,10,0.7500,1,1.12600,0.14590,-6.2204
287,23,fast,200,0.4,0,11,1.0000,1,1.13007,0.15061,-6.2008
288,24,fast,0,0.4,0,0,0.0000,1,1.11503,0.13439,-6.4467
289,24,fast,5,0.4,0,1,0.0250,1,1.10964,0.12239,-6.0899
290,24,fast,10,0.4,0,2,0.0500,1,1.13327,0.15402,-6.1253
291,24,fast,15,0.4,0,3,0.0750,1,1.13521,0.15623,-6.1735
292,24,fast,20,0.4,0,4,0.1000,1,1.12357,0.14360,-6.0761
293,24,fast,30,0.4,0,5,0.1500,1,1.12894,0.14862,-6.2335
294,24,fast,40,0.4,0,6,0.2000,1,1.12759,0.14808,-6.1712
295,24,fast,50,0.4,0,7,0.2500,1,1.12840,0.14970,-6.1685
296,24,fast,75,0.4,0,8,0.3750,1,1.12774,0.14840,-6.1621
297,24,fast,100,0.4,0,9,0.5000,1,1.12955,0.15072,-6.1416
298,24,fast,150,0.4,0,10,0.7500,1,1.12415,0.14412,-6.2016
299,24,fast,200,0.4,0,11,1.0000,1,1.12777,0.14800,-6.1510
300,25,fast,0,0.4,0,0,0.0000,1,1.12445,0.14778,-5.9681
301,25,fast,5,0.4,0,1,0.0250,1,1.12450,0.14828,-5.9427
302,25,fast,10,0.4,0,2,0.0500,1,1.13176,0.15592,-6.2399
303,25,fast,15,0.4,0,3,0.0750,1,1.13262,0.15690,-6.1421
304,25,fast,20,0.4,0,4,0.1000,1,1.12998,0.15461,-6.1982
305,25,fast,30,0.4,0,5,0.1500,1,1.13259,0.15654,-6.1780
306,25,fast,40,0.4,0,6,0.2000,1,1.13262,0.15631,-6.1934
307,25,fast,50,0.4,0,7,0.2500,1,1.13104,0.15511,-6.1108
308,25,fast,75,0.4,0,8,0.3750,1,1.13437,0.15794,-6.2038
309,25,fast,100,0.4,0,9,0.5000,1,1.13424,0.15791,-6.4846
310,25,fast,150,0.4,0,10,0.7500,1,1.13476,0.15817,-6.3976
311,25,fast,200,0.4,0,11,1.0000,1,1.13427,0.15826,-6.3906
312,26,fast,0,0.4,0,0,0.0000,1,1.12325,0.14601,-5.9670
313,26,fast,5,0.4,0,1,0.0250,1,1.12213,0.14584,-5.2644
314,26,fast,10,0.4,0,2,0.0500,1,1.12240,0.14629,-5.4684
315,26,fast,15,0.4,0,3,0.0750,1,1.12458,0.14864,-5.4315
316,26,fast,20,0.4,0,4,0.1000,1,1.12379,0.14776,-5.3661
317,26,fast,30,0.4,0,5,0.1500,1,1.12292,0.14635,-5.4109
318,26,fast,40,0.4,0,6,0.2000,1,1.12384,0.14762,-5.3792
319,26,fast,50,0.4,0,7,0.2500,1,1.12524,0.14862,-5.4237
320,26,fast,75,0.4,0,8,0.3750,1,1.12056,0.14304,-5.4036
321,26,fast,100,0.4,0,9,0.5000,1,1.12676,0.14764,-6.2205
322,26,fast,150,0.4,0,10,0.7500,1,1.12659,0.14752,-6.1878
323,26,fast,200,0.4,0,11,1.0000,1,1.12509,0.14498,-6.2971
324,27,fast,0,0.4,0,0,0.0000,1,1.12522,0.14714,-6.0259
325,27,fast,5,0.4,0,1,0.0250,1,1.12664,0.14928,-5.3654
326,27,fast,10,0.4,0,2,0.0500,1,1.12721,0.14941,-5.6329
327,27,fast,15,0.4,0,3,0.0750,1,1.11350,0.13117,-5.8601
328,27,fast,20,0.4,0,4,0.1000,1,1.11504,0.13274,-5.8390
329,27,fast,30,0.4,0,5,0.1500,1,1.11389,0.13139,-5.7681
330,27,fast,40,0.4,0,6,0.2000,1,1.11503,0.13258,-5.8410
331,27,fast,50,0.4,0,7,0.2500,1,1.11596,0.13372,-5.8079
332,27,fast,75,0.4,0,8,0.3750,1,1.11611,0.13397,-5.8135
333,27,fast,100,0.4,0,9,0.5000,1,1.11339,0.13028,-5.7945
334,27,fast,150,0.4,0,10,0.7500,1,1.11608,0.13437,-5.8716
335,27,fast,200,0.4,0,11,1.0000,1,1.11391,0.13166,-5.7157
336,28,fast,0,0.4,0,0,0.0000,1,1.12637,0.14940,-5.9802
337,28,fast,5,0.4,0,1,0.0250,1,1.10805,0.12100,-6.0586
338,28,fast,10,0.4,0,2,0.0500,1,1.13027,0.15128,-6.1135
339,28,fast,15,0.4,0,3,0.0750,1,1.13125,0.15192,-6.0661
340,28,fast,20,0.4,0,4,0.1000,1,1.12869,0.14864,-6.1596
341,28,fast,30,0.4,0,5,0.1500,1,1.12627,0.14641,-6.1564
342,28,fast,40,0.4,0,6,0.2000,1,1.13033,0.15076,-6.1412
343,28,fast,50,0.4,0,7,0.2500,1,1.12992,0.15050,-6.0979
344,28,fast,75,0.4,0,8,0.3750,1,1.12406,0.14401,-6.2548
345,28,fast,100,0.4,0,9,0.5000,1,1.12883,0.14843,-6.2928
