idx,glass_id,cooling_type,fatigue_cycles,t_battery,label_cooling,label_fatigue,label_fatigue_cont,sample_passed,mean_bond,std_bond,energy
81,6,fast,100,0.38,0,9,0.5000,1,1.14320,0.16788,-6.3471
82,6,fast,150,0.38,0,10,0.7500,1,1.14311,0.16843,-6.4017
83,6,fast,200,0.38,0,11,1.0000,1,1.14181,0.16659,-6.3115
84,7,fast,0,0.38,0,0,0.0000,1,1.12208,0.14683,-5.9691
85,7,fast,5,0.38,0,1,0.0250,1,1.12377,0.14788,-5.3212
86,7,fast,10,0.38,0,2,0.0500,1,1.12508,0.14905,-5.3629
87,7,fast,15,0.38,0,3,0.0750,1,1.11829,0.14162,-5.4804
88,7,fast,20,0.38,0,4,0.1000,1,1.12535,0.14851,-5.4729
89,7,fast,30,0.38,0,5,0.1500,1,1.13373,0.15815,-6.0902
90,7,fast,40,0.38,0,6,0.2000,1,1.12901,0.15320,-6.1150
91,7,fast,50,0.38,0,7,0.2500,1,1.13098,0.15529,-6.0643
92,7,fast,75,0.38,0,8,0.3750,1,1.13051,0.15439,-6.0852
93,7,fast,100,0.38,0,9,0.5000,1,1.13431,0.15884,-6.1321
94,7,fast,150,0.38,0,10,0.7500,1,1.12891,0.15273,-6.1247
95,7,fast,200,0.38,0,11,1.0000,1,1.13268,0.15689,-6.0850
96,8,fast,0,0.38,0,0,0.0000,1,1.12010,0.14275,-6.0357
97,8,fast,5,0.38,0,1,0.0250,1,1.12430,0.14822,-5.3951
98,8,fast,10,0.38,0,2,0.0500,1,1.12324,0.14688,-5.3688
99,8,fast,15,0.38,0,3,0.0750,1,1.12067,0.14451,-5.4724
100,8,fast,20,0.38,0,4,0.1000,1,1.12084,0.14445,-5.3927
101,8,fast,30,0.38,0,5,0.1500,1,1.12170,0.14506,-5.4950
102,8,fast,40,0.38,0,6,0.2000,1,1.11971,0.14294,-5.4298
103,8,fast,50,0.38,0,7,0.2500,1,1.11977,0.14282,-5.4970
104,8,fast,75,0.38,0,8,0.3750,1,1.12269,0.14558,-5.4636
105,8,fast,100,0.38,0,9,0.5000,1,1.12055,0.14415,-5.4791
106,8,fast,150,0.38,0,10,0.7500,1,1.12360,0.14784,-5.4398
107,8,fast,200,0.38,0,11,1.0000,1,1.12164,0.14498,-5.4903
108,9,fast,0,0.38,0,0,0.0000,1,1.12377,0.14439,-6.5038
109,9,fast,5,0.38,0,1,0.0250,1,1.12755,0.14690,-6.1831
110,9,fast,10,0.38,0,2,0.0500,1,1.12659,0.14580,-6.2844
111,9,fast,15,0.38,0,3,0.0750,1,1.12902,0.14918,-6.2494
112,9,fast,20,0.38,0,4,0.1000,1,1.12384,0.14316,-6.1488
113,9,fast,30,0.38,0,5,0.1500,1,1.12399,0.14239,-6.2774
114,9,fast,40,0.38,0,6,0.2000,1,1.12735,0.14719,-6.2526
115,9,fast,50,0.38,0,7,0.2500,1,1.12588,0.14461,-6.2077
116,9,fast,75,0.38,0,8,0.3750,1,1.12714,0.14654,-6.2682
117,9,fast,100,0.38,0,9,0.5000,1,1.12696,0.14679,-6.2531
118,9,fast,150,0.38,0,10,0.7500,1,1.12509,0.14398,-6.2345
119,9,fast,200,0.38,0,11,1.0000,1,1.12493,0.14490,-6.2669
120,10,fast,0,0.38,0,0,0.0000,1,1.12648,0.15017,-5.9217
121,10,fast,5,0.38,0,1,0.0250,1,1.12226,0.14707,-5.4018
122,10,fast,10,0.38,0,2,0.0500,1,1.12405,0.14936,-5.2601
123,10,fast,15,0.38,0,3,0.0750,1,1.12586,0.14877,-5.4607
124,10,fast,20,0.38,0,4,0.1000,1,1.12475,0.14734,-5.5083
125,10,fast,30,0.38,0,5,0.1500,1,1.13414,0.15952,-6.0651
126,10,fast,40,0.38,0,6,0.2000,1,1.13694,0.16190,-6.1624
127,10,fast,50,0.38,0,7,0.2500,1,1.13745,0.16288,-6.0871
128,10,fast,75,0.38,0,8,0.3750,1,1.13622,0.16166,-6.0679
129,10,fast,100,0.38,0,9,0.5000,1,1.13700,0.16265,-6.1212
130,10,fast,150,0.38,0,10,0.7500,1,1.13986,0.16514,-5.9916
131,10,fast,200,0.38,0,11,1.0000,1,1.13647,0.16166,-6.1092
132,11,fast,0,0.38,0,0,0.0000,1,1.12257,0.14553,-6.0006
133,11,fast,5,0.38,0,1,0.0250,1,1.12615,0.15112,-5.3680
134,11,fast,10,0.38,0,2,0.0500,1,1.12324,0.14690,-5.3981
135,11,fast,15,0.38,0,3,0.0750,1,1.12406,0.14811,-5.3501
136,11,fast,20,0.38,0,4,0.1000,1,1.12284,0.14554,-5.4568
137,11,fast,30,0.38,0,5,0.1500,1,1.12403,0.14810,-5.5109
138,11,fast,40,0.38,0,6,0.2000,1,1.12015,0.14294,-5.5430
139,11,fast,50,0.38,0,7,0.2500,1,1.12196,0.14510,-5.3958
140,11,fast,75,0.38,0,8,0.3750,1,1.12229,0.14562,-5.5023
141,11,fast,100,0.38,0,9,0.5000,1,1.12916,0.15081,-5.6682
142,11,fast,150,0.38,0,10,0.7500,1,1.13709,0.16117,-5.8808
143,11,fast,200,0.38,0,11,1.0000,1,1.13353,0.15726,-5.9882
144,12,fast,0,0.38,0,0,0.0000,1,1.12928,0.14945,-6.7497
145,12,fast,5,0.38,0,1,0.0250,1,1.13313,0.15421,-6.1479
146,12,fast,10,0.38,0,2,0.0500,1,1.12940,0.14997,-6.2165
147,12,fast,15,0.38,0,3,0.0750,1,1.12804,0.14823,-6.1848
148,12,fast,20,0.38,0,4,0.1000,1,1.13154,0.15306,-6.1601
149,12,fast,30,0.38,0,5,0.1500,1,1.12800,0.14871,-6.1628
150,12,fast,40,0.38,0,6,0.2000,1,1.12670,0.14646,-6.1663
151,12,fast,50,0.38,0,7,0.2500,1,1.12919,0.15026,-6.1639
152,12,fast,75,0.38,0,8,0.3750,1,1.11956,0.13839,-6.2383
153,12,fast,100,0.38,0,9,0.5000,1,1.12699,0.14754,-6.2557
154,12,fast,150,0.38,0,10,0.7500,1,1.12829,0.14873,-6.1825
155,12,fast,200,0.38,0,11,1.0000,1,1.12580,0.14530,-6.1974
156,13,fast,0,0.38,0,0,0.0000,1,1.12286,0.14611,-5.9784
157,13,fast,5,0.38,0,1,0.0250,1,1.12557,0.14947,-5.4074
158,13,fast,10,0.38,0,2,0.0500,1,1.12865,0.15234,-5.3941
159,13,fast,15,0.38,0,3,0.0750,1,1.12594,0.14887,-5.4233
160,13,fast,20,0.38,0,4,0.1000,1,1.12395,0.14518,-5.6790
161,13,fast,30,0.38,0,5,0.1500,1,1.12372,0.14472,-5.9268
162,13,fast,40,0.38,0,6,0.2000,1,1.12362,0.14513,-5.9133
163,13,fast,50,0.38,0,7,0.2500,1,1.12247,0.14351,-5.9053
164,13,fast,75,0.38,0,8,0.3750,1,1.12596,0.14753,-5.9631
165,13,fast,100,0.38,0,9,0.5000,1,1.12401,0.14435,-6.0724
166,13,fast,150,0.38,0,10,0.7500,1,1.12322,0.14405,-5.8986
167,13,fast,200,0.38,0,11,1.0000,1,1.13066,0.15361,-6.1483
168,14,fast,0,0.38,0,0,0.0000,1,1.12435,0.14779,-5.9624
169,14,fast,5,0.38,0,1,0.0250,1,1.12445,0.14738,-5.3719
170,14,fast,10,0.38,0,2,0.0500,1,1.12788,0.15058,-5.4032
171,14,fast,15,0.38,0,3,0.0750,1,1.12789,0.15130,-5.5423
172,14,fast,20,0.38,0,4,0.1000,1,1.13969,0.16596,-6.2335
173,14,fast,30,0.38,0,5,0.1500,1,1.14162,0.16752,-6.2071
174,14,fast,40,0.38,0,6,0.2000,1,1.14562,0.17138,-6.3336
175,14,fast,50,0.38,0,7,0.2500,1,1.14266,0.16904,-6.2492
176,14,fast,75,0.38,0,8,0.3750,1,1.14333,0.16873,-6.2979
177,14,fast,100,0.38,0,9,0.5000,1,1.14414,0.16944,-6.2472
178,14,fast,150,0.38,0,10,0.7500,1,1.14270,0.16796,-6.2449
179,14,fast,200,0.38,0,11,1.0000,1,1.14333,0.16942,-6.2138
180,15,fast,0,0.38,0,0,0.0000,1,1.11901,0.14027,-6.0110
181,15,fast,5,0.38,0,1,0.0250,1,1.12366,0.14686,-5.3815
182,15,fast,10,0.38,0,2,0.0500,1,1.12228,0.14488,-5.4413
183,15,fast,15,0.38,0,3,0.0750,1,1.12352,0.14600,-5.4898
184,15,fast,20,0.38,0,4,0.1000,1,1.11878,0.14077,-5.4362
185,15,fast,30,0.38,0,5,0.1500,1,1.12047,0.14406,-5.4257
186,15,fast,40,0.38,0,6,0.2000,1,1.12579,0.14940,-5.4443
187,15,fast,50,0.38,0,7,0.2500,1,1.12359,0.14648,-5.4414
188,15,fast,75,0.38,0,8,0.3750,1,1.12229,0.14545,-5.6122
189,15,fast,100,0.38,0,9,0.5000,1,1.12189,0.14490,-5.4537
190,15,fast,150,0.38,0,10,0.7500,1,1.12497,0.14820,-5.5585
191,15,fast,200,0.38,0,11,1.0000,1,1.11968,0.14029,-5.6548
192,16,fast,0,0.38,0,0,0.0000,1,1.12415,0.14710,-5.9530
193,16,fast,5,0.38,0,1,0.0250,1,1.12361,0.14581,-5.5458
194,16,fast,10,0.38,0,2,0.0500,1,1.13260,0.15577,-6.4602
195,16,fast,15,0.38,0,3,0.0750,1,1.13325,0.15668,-6.4726
196,16,fast,20,0.38,0,4,0.1000,1,1.13562,0.15910,-6.5070
197,16,fast,30,0.38,0,5,0.1500,1,1.13689,0.16081,-6.4121
198,16,fast,40,0.38,0,6,0.2000,1,1.13590,0.15908,-6.4906
199,16,fast,50,0.38,0,7,0.2500,1,1.13611,0.15959,-6.5481
200,16,fast,75,0.38,0,8,0.3750,1,1.13166,0.15509,-6.4714
201,16,fast,100,0.38,0,9,0.5000,1,1.13476,0.15821,-6.3735
202,16,fast,150,0.38,0,10,0.7500,1,1.13432,0.15790,-6.4172
203,16,fast,200,0.38,0,11,1.0000,1,1.13684,0.16034,-6.3834
204,17,fast,0,0.38,0,0,0.0000,1,1.12082,0.14340,-6.0478
205,17,fast,5,0.38,0,1,0.0250,1,1.12437,0.14881,-5.4679
206,17,fast,10,0.38,0,2,0.0500,1,1.12392,0.14930,-5.4197
207,17,fast,15,0.38,0,3,0.0750,1,1.12341,0.14771,-5.3874
208,17,fast,20,0.38,0,4,0.1000,1,1.12223,0.14595,-5.3797
209,17,fast,30,0.38,0,5,0.1500,1,1.12071,0.14470,-5.5253
210,17,fast,40,0.38,0,6,0.2000,1,1.12131,0.14414,-5.4107
211,17,fast,50,0.38,0,7,0.2500,1,1.12317,0.14631,-5.4243
212,17,fast,75,0.38,0,8,0.3750,1,1.11991,0.14291,-5.4940
213,17,fast,100,0.38,0,9,0.5000,1,1.12343,0.14696,-5.4456
214,17,fast,150,0.38,0,10,0.7500,1,1.12227,0.14596,-5.3976
215,17,fast,200,0.38,0,11,1.0000,1,1.12437,0.14764,-5.3834
216,18,fast,0,0.38,0,0,0.0000,1,1.12030,0.14005,-6.0790
217,18,fast,5,0.38,0,1,0.0250,1,1.12768,0.14875,-6.0574
218,18,fast,10,0.38,0,2,0.0500,1,1.13426,0.15568,-6.1192
219,18,fast,15,0.38,0,3,0.0750,1,1.13431,0.15838,-6.2890
220,18,fast,20,0.38,0,4,0.1000,1,1.14181,0.16690,-6.2627
221,18,fast,30,0.38,0,5,0.1500,1,1.14371,0.16957,-6.3581
222,18,fast,40,0.38,0,6,0.2000,1,1.14147,0.16632,-6.3081
223,18,fast,50,0.38,0,7,0.2500,1,1.14209,0.16746,-6.2979
224,18,fast,75,0.38,0,8,0.3750,1,1.14143,0.16743,-6.3299
225,18,fast,100,0.38,0,9,0.5000,1,1.13924,0.16373,-6.3817
226,18,fast,150,0.38,0,10,0.7500,1,1.13608,0.15997,-6.2980
227,18,fast,200,0.38,0,11,1.0000,1,1.13413,0.15770,-6.2284
228,19,fast,0,0.38,0,0,0.0000,1,1.12348,0.14735,-5.9693
229,19,fast,5,0.38,0,1,0.0250,1,1.12608,0.14982,-5.3619
230,19,fast,10,0.38,0,2,0.0500,1,1.12229,0.14541,-5.4682
231,19,fast,15,0.38,0,3,0.0750,1,1.12029,0.14160,-5.4300
232,19,fast,20,0.38,0,4,0.1000,1,1.12127,0.14371,-5.3588
233,19,fast,30,0.38,0,5,0.1500,1,1.12298,0.14579,-5.4014
234,19,fast,40,0.38,0,6,0.2000,1,1.11951,0.13889,-5.6435
235,19,fast,50,0.38,0,7,0.2500,1,1.12851,0.14831,-6.0861
236,19,fast,75,0.38,0,8,0.3750,1,1.12927,0.15064,-6.1085
237,19,fast,100,0.38,0,9,0.5000,1,1.13254,0.15358,-6.1422
238,19,fast,150,0.38,0,10,0.7500,1,1.12962,0.15033,-6.1630
239,19,fast,200,0.38,0,11,1.0000,1,1.13424,0.15476,-6.1980
240,20,fast,0,0.38,0,0,0.0000,1,1.11468,0.12910,-6.5911
241,20,fast,5,0.38,0,1,0.0250,1,1.11529,0.13207,-6.1520
242,20,fast,10,0.38,0,2,0.0500,1,1.11709,0.13486,-6.1916
243,20,fast,15,0.38,0,3,0.0750,1,1.11814,0.13658,-6.1842
244,20,fast,20,0.38,0,4,0.1000,1,1.11583,0.13282,-6.1906
245,20,fast,30,0.38,0,5,0.1500,1,1.11676,0.13351,-6.0962
246,20,fast,40,0.38,0,6,0.2000,1,1.11531,0.13205,-6.1630
247,20,fast,50,0.38,0,7,0.2500,1,1.11852,0.13608,-6.2092
248,20,fast,75,0.38,0,8,0.3750,1,1.11672,0.13325,-6.1860
249,20,fast,100,0.38,0,9,0.5000,1,1.11519,0.13167,-6.1454
250,20,fast,150,0.38,0,10,0.7500,1,1.11500,0.13141,-6.1311
251,20,fast,200,0.38,0,11,1.0000,1,1.12183,0.14042,-6.1797
252,21,fast,0,0.38,0,0,0.0000,1,1.12634,0.14871,-6.0573
253,21,fast,5,0.38,0,1,0.0250,1,1.12540,0.14840,-5.5294
254,21,fast,10,0.38,0,2,0.0500,1,1.12270,0.14536,-5.4410
255,21,fast,15,0.38,0,3,0.0750,1,1.12411,0.14737,-5.3917
256,21,fast,20,0.38,0,4,0.1000,1,1.12191,0.14456,-5.4904
257,21,fast,30,0.38,0,5,0.1500,1,1.12466,0.14797,-5.4896
258,21,fast,40,0.38,0,6,0.2000,1,1.12230,0.14508,-5.5328
259,21,fast,50,0.38,0,7,0.2500,1,1.12165,0.14409,-5.4539
260,21,fast,75,0.38,0,8,0.3750,1,1.12466,0.14772,-5.4383
261,21,fast,100,0.38,0,9,0.5000,1,1.12102,0.14305,-5.5622
262,21,fast,150,0.38,0,10,0.7500,1,1.12108,0.14386,-5.4932
263,21,fast,200,0.38,0,11,1.0000,1,1.12469,0.14582,-6.0739
264,22,fast,0,0.38,0,0,0.0000,1,1.11843,0.13912,-6.0925
265,22,fast,5,0.38,0,1,0.0250,1,1.12211,0.14575,-5.5231
266,22,fast,10,0.38,0,2,0.0500,1,1.12399,0.14762,-5.4905
267,22,fast,15,0.38,0,3,0.0750,1,1.12481,0.14747,-5.5101
268,22,fast,20,0.38,0,4,0.1000,1,1.12115,0.14386,-5.5094
269,22,fast,30,0.38,0,5,0.1500,1,1.12060,0.14248,-5.5599
270,22,fast,40,0.38,0,6,0.2000,1,1.11789,0.13988,-5.5705
271,22,fast,50,0.38,0,7,0.2500,1,1.12118,0.14382,-5.4331
272,22,fast,75,0.38,0,8,0.3750,1,1.12072,0.14311,-5.6014
273,22,fast,100,0.38,0,9,0.5000,1,1.12407,0.14658,-5.5551
274,22,fast,150,0.38,0,10,0.7500,1,1.12143,0.14320,-5.6170
275,22,fast,200,0.38,0,11,1.0000,1,1.12282,0.14570,-5.6041
276,23,fast,0,0.38,0,0,0.0000,1,1.12679,0.14998,-5.9882
277,23,fast,5,0.38,0,1,0.0250,1,1.10714,0.11845,-6.0695
278,23,fast,10,0.38,0,2,0.0500,1,1.12827,0.14913,-6.1807
279,23,fast,15,0.38,0,3,0.0750,1,1.13121,0.15216,-6.2174
280,23,fast,20,0.38,0,4,0.1000,1,1.12614,0.14672,-6.2163
281,23,fast,30,0.38,0,5,0.1500,1,1.12797,0.14849,-6.2319
282,23,fast,40,0.38,0,6,0.2000,1,1.12324,0.14282,-6.1378
283,23,fast,50,0.38,0,7,0.2500,1,1.13053,0.15063,-6.2774
284,23,fast,75,0.38,0,8,0.3750,1,1.12258,0.14217,-6.1826
285,23,fast,100,0.38,0,9,0.5000,1,1.12461,0.14478,-6.1430
286,23,fast,150,0.38,0,10,0.7500,1,1.13090,0.15114,-6.1413
287,23,fast,200,0.38,0,11,1.0000,1,1.13055,0.15256,-6.1696
288,24,fast,0,0.38,0,0,0.0000,1,1.12394,0.14646,-6.0123
289,24,fast,5,0.38,0,1,0.0250,1,1.12412,0.14653,-5.4284
290,24,fast,10,0.38,0,2,0.0500,1,1.11655,0.13427,-6.1577
291,24,fast,15,0.38,0,3,0.0750,1,1.13060,0.15124,-6.1649
292,24,fast,20,0.38,0,4,0.1000,1,1.13016,0.15081,-6.2079
293,24,fast,30,0.38,0,5,0.1500,1,1.13374,0.15356,-6.2452
294,24,fast,40,0.38,0,6,0.2000,1,1.12964,0.14998,-6.2062
295,24,fast,50,0.38,0,7,0.2500,1,1.12747,0.14698,-6.2244
296,24,fast,75,0.38,0,8,0.3750,1,1.12713,0.14735,-6.2646
297,24,fast,100,0.38,0,9,0.5000,1,1.12500,0.14497,-6.2364
298,24,fast,150,0.38,0,10,0.7500,1,1.12429,0.14320,-6.2730
299,24,fast,200,0.38,0,11,1.0000,1,1.12787,0.14732,-6.2073
300,25,fast,0,0.38,0,0,0.0000,1,1.10353,0.11251,-6.6019
301,25,fast,5,0.38,0,1,0.0250,1,1.11849,0.13688,-6.1280
302,25,fast,10,0.38,0,2,0.0500,1,1.12619,0.14662,-6.1829
303,25,fast,15,0.38,0,3,0.0750,1,1.11991,0.13748,-6.1460
304,25,fast,20,0.38,0,4,0.1000,1,1.12430,0.14393,-6.0850
305,25,fast,30,0.38,0,5,0.1500,1,1.11467,0.13145,-6.1845
306,25,fast,40,0.38,0,6,0.2000,1,1.12327,0.14234,-6.1527
307,25,fast,50,0.38,0,7,0.2500,1,1.12385,0.14359,-6.1458
308,25,fast,75,0.38,0,8,0.3750,1,1.13240,0.15329,-6.0851
309,25,fast,100,0.38,0,9,0.5000,1,1.12043,0.13893,-6.1291
310,25,fast,150,0.38,0,10,0.7500,1,1.12639,0.14592,-6.1645
311,25,fast,200,0.38,0,11,1.0000,1,1.11662,0.13350,-6.1603
312,26,fast,0,0.38,0,0,0.0000,1,1.11981,0.14198,-6.0329
313,26,fast,5,0.38,0,1,0.0250,1,1.12643,0.14903,-5.5067
314,26,fast,10,0.38,0,2,0.0500,1,1.13288,0.15463,-5.9876
315,26,fast,15,0.38,0,3,0.0750,1,1.12828,0.14926,-6.1455
316,26,fast,20,0.38,0,4,0.1000,1,1.13308,0.15420,-6.0913
317,26,fast,30,0.38,0,5,0.1500,1,1.13444,0.15576,-6.0579
318,26,fast,40,0.38,0,6,0.2000,1,1.13132,0.15314,-6.1109
319,26,fast,50,0.38,0,7,0.2500,1,1.13369,0.15468,-6.0625
320,26,fast,75,0.38,0,8,0.3750,1,1.13479,0.15652,-6.0576
321,26,fast,100,0.38,0,9,0.5000,1,1.13196,0.15359,-6.0329
322,26,fast,150,0.38,0,10,0.7500,1,1.13224,0.15393,-6.0550
323,26,fast,200,0.38,0,11,1.0000,1,1.11888,0.13641,-6.1561
324,27,fast,0,0.38,0,0,0.0000,1,1.12613,0.14807,-6.1622
325,27,fast,5,0.38,0,1,0.0250,1,1.12419,0.14591,-5.6178
326,27,fast,10,0.38,0,2,0.0500,1,1.12664,0.14870,-5.5364
327,27,fast,15,0.38,0,3,0.0750,1,1.12301,0.14485,-5.6652
328,27,fast,20,0.38,0,4,0.1000,1,1.12490,0.14864,-5.6024
329,27,fast,30,0.38,0,5,0.1500,1,1.12428,0.14469,-6.1475
330,27,fast,40,0.38,0,6,0.2000,1,1.12855,0.14980,-6.1037
331,27,fast,50,0.38,0,7,0.2500,1,1.12522,0.14583,-6.0870
332,27,fast,75,0.38,0,8,0.3750,1,1.12741,0.14850,-6.1289
333,27,fast,100,0.38,0,9,0.5000,1,1.12706,0.14792,-6.1114
334,27,fast,150,0.38,0,10,0.7500,1,1.13181,0.15351,-6.1720
335,27,fast,200,0.38,0,11,1.0000,1,1.13240,0.15432,-6.1612
336,28,fast,0,0.38,0,0,0.0000,1,1.11483,0.13344,-6.2027
337,28,fast,5,0.38,0,1,0.0250,1,1.13107,0.15193,-6.2387
338,28,fast,10,0.38,0,2,0.0500,1,1.13071,0.15146,-6.2071
339,28,fast,15,0.38,0,3,0.0750,1,1.13122,0.15154,-6.1960
340,28,fast,20,0.38,0,4,0.1000,1,1.12928,0.14982,-6.1474
341,28,fast,30,0.38,0,5,0.1500,1,1.12845,0.14867,-6.1720
342,28,fast,40,0.38,0,6,0.2000,1,1.12811,0.14855,-6.1958
343,28,fast,50,0.38,0,7,0.2500,1,1.13062,0.15165,-6.1916
344,28,fast,75,0.38,0,8,0.3750,1,1.13220,0.15263,-6.1112
345,28,fast,100,0.38,0,9,0.5000,1,1.13403,0.15509,-6.1590
